,Unnamed: 0,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
2991,3202,Island of Lemurs: Madagascar,2014,David Douglas,Drew Fellman,"Morgan Freeman, Hantanirina Rasamimanana, Patricia Wright",Documentary,English,Canada,39,10675739
3006,3217,Kill the Messenger,2014,Michael Cuesta,"Peter Landesman, Gary Webb (book), Nick Schou (book)","Jeremy Renner, Robert Patrick, Jena Sims, Robert Pralgo",Biography,English,USA,112,2445646
3019,3231,Suite Francaise,2014,Saul Dibb,"Saul Dibb (screenplay), Matt Charman (screenplay), Irene Nemirovsky (based on the novel by)","Michelle Williams, Kristin Scott Thomas, Margot Robbie, Eric Godon",Drama,English,UK,107,1304622
3022,3234,Zombeavers,2014,Jordan Rubin,"Al Kaplan (screenplay by), Jordan Rubin (screenplay by), Jon Kaplan (screenplay by)","Rachel Melvin, Cortney Palm, Lexi Atkins, Hutch Dano",Comedy,English,USA,77,14947
3032,3244,"If You Don't, I Will",2014,Sophie Fillieres,Sophie Fillieres (screenplay),"Emmanuelle Devos, Mathieu Amalric, Anne Brochet, Josephine de La Baume",Comedy,French,France,102,9514
3063,3276,Into the Woods,2014,Rob Marshall,"James Lapine (screenplay by), James Lapine (based on the musical by)","Anna Kendrick, Daniel Huttlestone, James Corden, Emily Blunt",Adventure,English,USA,125,89789227
3064,3277,The Identical,2014,Dustin Marcellino,Howard Klausner,"Ray Liotta, Ashley Judd, Seth Green, Joe Pantoliano",Drama,English,USA,107,2817092
3069,3282,Next Time I'll Aim for the Heart,2014,Cedric Anger,"Cedric Anger (scenario), Yvan Stefanovitch (book), Martine Laroche (book)","Guillaume Canet, Ana Girardot, Jean-Yves Berteloot, Patrick Azam",Crime,French,France,111,310
3099,3313,Theeb,2014,Naji Abu Nowar,"Naji Abu Nowar, Bassel Ghandour","Jacir Eid Al-Hwietat, Hassan Mutlag Al-Maraiyeh, Hussein Salameh Al-Sweilhiyeen, Jack Fox",Adventure,Arabic,United Arab Emirates,100,128430
3101,3315,Saving Christmas,2014,Darren Doane,"Darren Doane, Cheston Hervey","Kirk Cameron, Darren Doane, Bridgette Cameron, Ben Kientz",Comedy,English,USA,79,2778297
3113,3327,The Hunger Games: Mockingjay - Part 1,2014,Francis Lawrence,"Peter Craig (screenplay), Danny Strong (screenplay), Suzanne Collins (adaptation), Suzanne Collins (novel)","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",Action,English,USA,123,295457212
3122,3336,Grace of Monaco,2014,Olivier Dahan,Arash Amel (screenplay),"Nicole Kidman, Tim Roth, Frank Langella, Paz Vega",Biography,English,France,103,640122
3135,3349,The Hobbit: The Battle of the Five Armies,2014,Peter Jackson,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)","Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",Adventure,English,New Zealand,144,187747747
3136,3350,Video Games: The Movie,2014,Jeremy Snead,Jeremy Snead,"Sean Astin, Al Alcorn, Peter Armstrong, Cliff Bleszinski",Documentary,English,USA,101,23043
3141,3355,A Most Wanted Man,2014,Anton Corbijn,"Andrew Bovell (screenplay), John le Carre (novel), Stephen Cornwell (additional writing)","Grigoriy Dobrygin, Philip Seymour Hoffman, Homayoun Ershadi, Mehdi Dehbi",Crime,English,UK,122,14037964
3144,3358,Paper Planes,2014,Robert Connolly,"Robert Connolly (screenplay by), Steve Worland (screenplay by), Dylan Parker (inspired by), James Norton (inspired by)","Sam Worthington, Ed Oxenbould, Deborah Mailman, Ena Imai",Family,English,Australia,96,5762910
3161,3375,50 to 1,2014,Jim Wilson,"Faith Conroy, Jim Wilson","Skeet Ulrich, Christian Kane, William Devane, Madelyn Deutch",Drama,English,USA,110,1063723
3162,3376,In the Name of My Daughter,2014,Andre Techine,"Cedric Anger (screenplay), Jean-Charles Le Roux (book), Renee Le Roux (book), Andre Techine (screenplay)","Guillaume Canet, Catherine Deneuve, Adele Haenel, Judith Chemla",Crime,French,France,116,266120
3164,3378,The Signal,2014,William Eubank,"Carlyle Eubank, William Eubank, David Frigerio","Patrick Davidson, Brenton Thwaites, Olivia Cooke, Beau Knapp",Sci-Fi,English,USA,97,402321
3199,3414,Song One,2014,Kate Barker-Froyland,Kate Barker-Froyland,"Anne Hathaway, Mary Steenburgen, Lola Kirke, Sarah Steele",Drama,English,USA,86,20200
3231,3446,God's Not Dead,2014,Harold Cronk,"Hunter Dennis (story), Chuck Konzelman (story), Chuck Konzelman, Cary Solomon (story), Cary Solomon","Kevin Sorbo, Shane Harper, David A.R. White, Dean Cain",Drama,English,USA,113,60753735
3243,3458,Need for Speed,2014,Scott Waugh,"George Gatins (screenplay), George Gatins (story), John Gatins (story)","Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi",Action,English,USA,132,40138026
