,Actors,BoxOffice,Country,Director,Genre,Label,Language,Runtime,Title,Unnamed: 0,Writer,Year
2919,"Harrison Ford, Ray Liotta, Ashley Judd, Jim Sturgess",402469.0,USA,Wayne Kramer,Crime,1,English,113.0,Crossing Over,3129.0,Wayne Kramer (screenplay),2009.0
2920,"Dan Stevens, Mark Schrier, Patrick Joseph Byrnes, Miriam Margolyes",5652908.0,Ireland,Bharat Nalluri,Biography,1,English,104.0,The Man Who Invented Christmas,3130.0,"Susan Coyne, Les Standiford (based on ""The Man Who Invented Christmas"" by), Charles Dickens (inspired by ""A Christmas Carol"")",2017.0
2921,"Grace Balbo, Lou Beatty Jr., Brittney Ann Benson, Mia Caporale",11210.0,USA,Michael Caporale,Drama,1,English,111.0,The Black Dove,3131.0,"Michael Caporale, T.J. McGrail (story)",2012.0
2922,"Gugu Mbatha-Raw, Nate Parker, Minnie Driver, Machine Gun Kelly",14617945.0,USA,Gina Prince-Bythewood,Drama,0,English,116.0,Beyond the Lights,3132.0,Gina Prince-Bythewood,2014.0
2923,"Naomi Watts, Oliver Platt, Charlie Heaton, Jacob Tremblay",6883951.0,France,Farren Blackburn,Drama,0,English,91.0,Shut In,3133.0,Christina Hodson,2016.0
2924,"Logan Lerman, Dylan McDermott, Kate Walsh, Patrick de Ledebur",14900000.0,USA,Stephen Chbosky,Drama,0,English,103.0,The Perks of Being a Wallflower,3134.0,"Stephen Chbosky (screenplay by), Stephen Chbosky (based on his book)",2012.0
2925,"Denzel Washington, Colin Farrell, Carmen Ejogo, Lynda Gravatt",11887893.0,Canada,Dan Gilroy,Crime,0,English,122.0,"Roman J. Israel, Esq.",3135.0,Dan Gilroy,2017.0
2926,"Sam Neill, Ophelia Lovibond, Jack Lowden, Peter Mullan",561963.0,UK,Jason Connery,Biography,1,English,112.0,Tommy's Honour,3136.0,"Pamela Marin, Kevin Cook",2016.0
2927,"Milla Jovovich, Will Patton, Hakeem Kae-Kazim, Corey Johnson",25500000.0,USA,Olatunde Osunsanmi,Mystery,0,English,98.0,The Fourth Kind,3137.0,"Olatunde Osunsanmi (screenplay), Olatunde Osunsanmi (story), Terry Robbins (story)",2009.0
2928,"Jaime King, John Hawkes, Jason Lewis, T.J. Thyne",2911.0,USA,Tom Anton,Crime,1,English,120.0,The Pardon,3138.0,"Tom Anton, Sandi Russell",2013.0
2929,"Dermot Magennis, Callum Maloney, Tara Flynn, Ava Connolly",1850924.0,Germany,"Toby Genkel, Sean McCormack(co-director)",Animation,1,English,87.0,All Creatures Big and Small,3139.0,"Richie Conroy, Toby Genkel, Mark Hodkinson, Marteinn Thorisson",2015.0
2930,"Kevin James, Salma Hayek, Henry Winkler, Greg Germann",45274251.0,USA,Frank Coraci,Action,0,English,105.0,Here Comes the Boom,3140.0,"Allan Loeb, Kevin James",2012.0
2931,"Jason Cortlund, Tiffany Esteb, Almex Lee, Gabrielle Maisels",10896.0,USA,"Jason Cortlund, Julia Halperin",Drama,1,English,93.0,"Now, Forager",3141.0,Jason Cortlund,2012.0
2932,"Jim Broadbent, Charlotte Rampling, Harriet Walter, Michelle Dockery",1235432.0,UK,Ritesh Batra,Drama,1,English,108.0,The Sense of an Ending,3142.0,"Julian Barnes (novel), Nick Payne (adaptation), Nick Payne (screenplay)",2017.0
2933,"Colin Firth, Emily Blunt, Lucas Hedges, Anne Heche",134273.0,USA,Dante Ariola,Drama,1,English,101.0,Arthur Newman,3143.0,Becky Johnston,2012.0
2934,"Frances McDormand, Caleb Landry Jones, Kerry Condon, Sam Rockwell",52000189.0,UK,Martin McDonagh,Comedy,0,English,115.0,"Three Billboards Outside Ebbing, Missouri",3144.0,Martin McDonagh,2017.0
2935,"Denis Lavant, Edith Scob, Eva Mendes, Kylie Minogue",641054.0,France,Leos Carax,Drama,1,French,115.0,Holy Motors,3145.0,Leos Carax (screenplay),2012.0
2936,"Adrian McElwee, Ross McElwee",7711.0,USA,Ross McElwee,Documentary,1,English,87.0,Photographic Memory,3146.0,"Marie-Emmanuelle Hartness, Ross McElwee",2011.0
2937,"Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas",134413041.0,USA,Nicholas Stoller,Comedy,0,English,97.0,Neighbors,3147.0,"Andrew Jay Cohen, Brendan O'Brien",2014.0
2938,"Vidya Balan, Parambrata Chatterjee, Indraneil Sengupta, Nawazuddin Siddiqui",1030219.0,India,Sujoy Ghosh,Mystery,1,Hindi,122.0,Kahaani,3148.0,"Sujoy Ghosh (dialogue), Sujoy Ghosh (screenplay), Sujoy Ghosh (story), Advaita Kala (story), Suresh Nair (additional screenplay), Ritesh Shah (dialogue), Sutapa Sikdar (dialogue), Nikhil Vyas (additional screenplay)",2012.0
2939,"Rami Malek, DJ Qualls, Kate Lyn Sheil, Sukha Belle Potter",72622.0,USA,Sarah Adina Smith,Drama,1,English,96.0,Buster's Mal Heart,3149.0,Sarah Adina Smith,2016.0
2940,"Jason Biggs, Alyson Hannigan, Chris Klein, Thomas Ian Nicholas",55300000.0,USA,"Jon Hurwitz, Hayden Schlossberg",Comedy,0,English,113.0,American Reunion,3150.0,"Jon Hurwitz (screenplay), Hayden Schlossberg (screenplay), Adam Herz (characters)",2012.0
2941,"Karidja Toure, Assa Sylla, Lindsay Karamoh, Marietou Toure",60019.0,France,Celine Sciamma,Drama,1,French,113.0,Girlhood,3152.0,Celine Sciamma (screenplay),2014.0
2942,"Josh Lawson, Rachael Taylor, Daniel Henshall, Felicity Ward",608731.0,Australia,Rob Sitch,Comedy,1,English,114.0,Any Questions for Ben?,3153.0,"Santo Cilauro, Tom Gleisner, Rob Sitch",2012.0
2943,"Cristiana Capotondi, Pif, Alex Bisconti, Ginevra Antona",37134.0,Italy,Pif,Comedy,1,Italian,90.0,The Mafia Kills Only in Summer,3154.0,"Michele Astori, Pif, Marco Martani",2013.0
2944,"Meryl Streep, Jim Broadbent, Susan Brown, Alice da Cunha",29959436.0,UK,Phyllida Lloyd,Biography,0,English,105.0,The Iron Lady,3155.0,Abi Morgan (screenplay),2011.0
2945,"Katie Chang, Israel Broussard, Emma Watson, Claire Julien",5500000.0,USA,Sofia Coppola,Biography,1,English,90.0,The Bling Ring,3156.0,"Sofia Coppola, Nancy Jo Sales (based on the Vanity Fair article ""The Suspect Wore Louboutins"" by)",2013.0
2946,"Matthew Macfadyen, Eric MacLennan, Kelly Macdonald, Theo Morrissey",12802907.0,UK,Joe Wright,Drama,0,English,129.0,Anna Karenina,3157.0,"Tom Stoppard (screenplay), Leo Tolstoy (novel)",2012.0
2947,"Jason Biggs, Joel David Moore, Lauren Ambrose, Cobie Smulders",6497.0,USA,Stephen Gyllenhaal,Comedy,1,English,98.0,Grassroots,3158.0,"Phil Campbell (book), Stephen Gyllenhaal (screenplay), Justin Rhodes (screenplay)",2012.0
2948,"Richard T. Jones, Kim Fields, C. Thomas Howell, T.C. Stallings",2507723.0,USA,Kevan Otto,Drama,1,English,104.0,A Question of Faith,3159.0,Ty Manns,2017.0
2949,"Patrick Dempsey, Ashley Judd, Tim Blake Nelson, Mekhi Phifer",1098.0,Germany,Rob Minkoff,Comedy,1,English,87.0,Flypaper,3160.0,"Jon Lucas, Scott Moore",2011.0
2950,"Liam Neeson, Maria Bello, Mila Kunis, Kim Basinger",643843.0,Belgium,Paul Haggis,Drama,1,English,137.0,Third Person,3161.0,Paul Haggis (screenplay),2013.0
2951,"Humaima Malik, Manzar Sehbai, Shafqat Cheema, Iman Ali",186410.0,Pakistan,Shoaib Mansoor,Drama,1,Urdu,165.0,Bol,3162.0,Shoaib Mansoor,2011.0
2952,"Luke Treadaway, Bob the Cat, Ruta Gedmintas, Joanne Froggatt",35070.0,UK,Roger Spottiswoode,Biography,1,English,103.0,A Street Cat Named Bob,3163.0,"James Bowen (novel), Garry Jenkins (novel), Tim John, Maria Nation",2016.0
2953,"Anthony LaPaglia, Samara Lee, Miranda Otto, Brad Greenquist",101788793.0,USA,David F. Sandberg,Horror,0,English,109.0,Annabelle: Creation,3164.0,"Gary Dauberman, Gary Dauberman (based on characters created by)",2017.0
2954,"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie",128341070.0,China,"Alessandro Carloni, Jennifer Yuh Nelson",Animation,0,English,95.0,Kung Fu Panda 3,3165.0,"Jonathan Aibel, Glenn Berger",2016.0
2955,"Justin Timberlake, Olivia Wilde, Shyloh Oostwald, Johnny Galecki",35900000.0,USA,Andrew Niccol,Action,0,English,109.0,In Time,3166.0,Andrew Niccol,2011.0
2956,"Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda",78009155.0,USA,Brett Ratner,Action,0,English,104.0,Tower Heist,3167.0,"Adam Cooper (story), Bill Collage (story), Ted Griffin (story), Ted Griffin (screenplay), Jeff Nathanson (screenplay), Eric Ehrenhaus (concept)",2011.0
2957,"Dane DeHaan, James Hetfield, Lars Ulrich, Kirk Hammett",2608716.0,USA,Nimrod Antal,Music,1,English,93.0,Metallica Through the Never,3168.0,"Nimrod Antal (screenplay by), James Hetfield (screenplay by), Lars Ulrich (screenplay by), Kirk Hammett (screenplay by), Robert Trujillo (screenplay by)",2013.0
2958,"Jesse Eisenberg, Kelsey Ledgin, Michael Zegen, Ryan McFarland",15900000.0,USA,Greg Mottola,Comedy,0,English,107.0,Adventureland,3169.0,Greg Mottola,2009.0
2959,"Meryl Streep, Steve Martin, Alec Baldwin, John Krasinski",112703470.0,USA,Nancy Meyers,Comedy,0,English,120.0,It's Complicated,3170.0,Nancy Meyers,2009.0
2960,"Alexandra Daddario, Dan Yeager, Trey Songz, Scott Eastwood",34334256.0,USA,John Luessenhop,Horror,0,English,92.0,Texas Chainsaw 3D,3171.0,"Adam Marcus (screenplay), Debra Sullivan (screenplay), Kirsten Elms (screenplay), Stephen Susco (story), Adam Marcus (story), Debra Sullivan (story), Kim Henkel (characters), Tobe Hooper (characters)",2013.0
2961,"Lulu, Gwendoline Christie, Jennifer Saunders, Joanna Lumley",4750497.0,UK,Mandie Fletcher,Comedy,1,English,91.0,Absolutely Fabulous: The Movie,3172.0,Jennifer Saunders (screenplay),2016.0
2962,"Sean Faris, Amber Heard, Cam Gigandet, Evan Peters",24767490.0,USA,Jeff Wadlow,Action,0,English,110.0,Never Back Down,3173.0,Chris Hauty,2008.0
2963,"Hanyu Zhang, Tony Ka Fai Leung, Kenny Lin, Nan Yu",228984.0,China,Hark Tsui,Action,1,Mandarin,141.0,The Taking of Tiger Mountain,3174.0,"Bo Qu (novel), Jianxin Huang (screenplay), Hark Tsui, Yang Li, Chi-An Lin, Bing Wu, Zhe Dong",2014.0
2964,"Ian McKellen, Laura Linney, Milo Parker, Hiroyuki Sanada",14173994.0,UK,Bill Condon,Drama,0,English,104.0,Mr. Holmes,3175.0,"Mitch Cullin (novel), Jeffrey Hatcher (screenplay), Arthur Conan Doyle (created by)",2015.0
2965,"Felicity Jones, John Kavanagh, Tom Attwood, Susanna Hislop",1200000.0,UK,Ralph Fiennes,Biography,1,English,111.0,The Invisible Woman,3176.0,"Abi Morgan, Claire Tomalin (book)",2013.0
2966,"Will Forte, Kristen Wiig, Ryan Phillippe, Val Kilmer",8000000.0,USA,Jorma Taccone,Action,0,English,90.0,MacGruber,3177.0,"Will Forte, John Solomon, Jorma Taccone",2010.0
2967,"Paul Dano, John Cusack, Elizabeth Banks, Paul Giamatti",8790100.0,USA,Bill Pohlad,Biography,0,English,121.0,Love & Mercy,3178.0,"Oren Moverman, Michael A. Lerner, Brian Wilson (based on the life of)",2014.0
2968,"Emily Barclay, Abbie Cornish, Essie Davis, Adrienne DeFaria",54400000.0,USA,Zack Snyder,Animation,0,English,97.0,Legend of the Guardians: The Owls of Ga'Hoole,3179.0,"John Orloff (screenplay), Emil Stern (screenplay), Kathryn Lasky (novels)",2010.0
2969,"Greg Kinnear, John Paul Gamoke, David Harbour, Jennifer Edwards-Hughes",600000.0,USA,Jill Sprecher,Comedy,1,English,93.0,Thin Ice,3180.0,"Jill Sprecher, Karen Sprecher",2011.0
2970,"Tyler Perry, Eugene Levy, Denise Richards, Doris Roberts",65623128.0,USA,Tyler Perry,Comedy,0,English,114.0,Madea's Witness Protection,3181.0,"Tyler Perry, Tyler Perry (based on characters created by)",2012.0
2971,"Tahar Rahim, Michael Lonsdale, Mahmud Shalaby, Lubna Azabal",47701.0,France,Ismael Ferroukhi,Drama,1,French,99.0,Free Men,3182.0,"Ismael Ferroukhi (screenplay), Alain-Michel Blanc (screenplay)",2011.0
2972,"Clint Eastwood, Chelcie Ross, Raymond Anthony Thomas, Ed Lauter",35754555.0,USA,Robert Lorenz,Drama,0,English,111.0,Trouble with the Curve,3183.0,Randy Brown,2012.0
2973,"Shlomo Bar-Aba, Lior Ashkenazi, Aliza Rosen, Alma Zack",1900000.0,Israel,Joseph Cedar,Comedy,1,Hebrew,107.0,Footnote,3184.0,Joseph Cedar,2011.0
2974,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown",700000.0,Denmark,Nicolas Winding Refn,Crime,1,English,90.0,Only God Forgives,3185.0,Nicolas Winding Refn,2013.0
2975,"Joseph Gordon-Levitt, Carla Gugino, Ermahn Ospina, Jake Hames",7308.0,USA,Sebastian Gutierrez,Comedy,1,English,100.0,Elektra Luxx,3186.0,"Sebastian Gutierrez, Sebastian Gutierrez (characters)",2010.0
2976,"Nivin Pauly, Sai Pallavi, Madonna Sebastian, Anupama Parameshwaran",825602.0,India,Alphonse Puthren,Comedy,1,Malayalam,156.0,Premam,3187.0,Alphonse Puthren,2015.0
2977,"George Clooney, Frances McDormand, Brad Pitt, John Malkovich",60338891.0,USA,"Ethan Coen, Joel Coen",Comedy,0,English,96.0,Burn After Reading,3188.0,"Joel Coen, Ethan Coen",2008.0
2978,"Nicolas Cage, Amber Heard, William Fichtner, Billy Burke",10706786.0,USA,Patrick Lussier,Action,0,English,104.0,Drive Angry,3189.0,"Todd Farmer, Patrick Lussier",2011.0
2979,"Helen Mirren, Joe Pesci, Sergio Peris-Mencheta, Gina Gershon",134904.0,USA,Taylor Hackford,Biography,1,English,117.0,Love Ranch,3190.0,Mark Jacobson,2010.0
2980,"Cameron Crowe, Jeff Ament, Matt Cameron, Stone Gossard",454784.0,USA,Cameron Crowe,Documentary,1,English,109.0,Pearl Jam Twenty,3191.0,Cameron Crowe,2011.0
2981,"Byung-Hun Lee, Yoo Gong, Kang-ho Song, Xander Mobus",541226.0,South Korea,Jee-woon Kim,Action,1,Korean,140.0,The Age of Shadows,3192.0,"Jee-woon Kim, Ji-min Lee, Jong-dae Park, Kathy Pilon (english script)",2016.0
2982,"Ashton Kutcher, Anne Heche, Margarita Levieva, Sebastian Stan",122948.0,USA,David Mackenzie,Comedy,1,English,97.0,Spread,3193.0,"Jason Hall (screenplay), Jason Hall (story), Paul Kolsby (story)",2009.0
2983,"Stephane Aubier, Jeanne Balibar, Nicolas Buysse, Francois De Brigode",165349.0,Belgium,"Stephane Aubier, Vincent Patar",Animation,1,French,75.0,A Town Called Panic,3194.0,"Stephane Aubier (screenplay), Vincent Patar (screenplay)",2009.0
2984,"Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez",146336178.0,USA,Steve Carr,Action,0,English,91.0,Paul Blart: Mall Cop,3195.0,"Kevin James, Nick Bakay",2009.0
2985,"Akshay Kumar, Sonakshi Sinha, Nassar, Yashpal Sharma",775981.0,India,Prabhu Deva,Action,1,Hindi,140.0,Rowdy Rathore,3196.0,Shiraz Ahmed,2012.0
2986,"Nicolas Cage, Nicole Kidman, Ben Mendelsohn, Liana Liberato",16816.0,USA,Joel Schumacher,Crime,1,English,91.0,Trespass,3197.0,Karl Gajdusek,2011.0
2987,"Paul Campbell, Andy Griffith, Doris Roberts, Marla Sokoloff",700000.0,USA,Marc Fienberg,Comedy,1,English,105.0,Play the Game,3198.0,Marc Fienberg,2009.0
2988,"Hugh Grant, Whit Baldwin, Vanessa Wasche, Enid Graham",324889.0,USA,Marc Lawrence,Comedy,1,English,107.0,The Rewrite,3199.0,Marc Lawrence,2014.0
2989,"Chris Pine, Alec Baldwin, Jude Law, Isla Fisher",98800000.0,USA,Peter Ramsey,Animation,0,English,97.0,Rise of the Guardians,3200.0,"David Lindsay-Abaire (screenplay), William Joyce (based on the book series ""Guardians of Childhood"" by)",2012.0
2990,"Greta Gerwig, Joel Kinnaman, Zoe Lister-Jones, Hamish Linklater",200000.0,USA,Daryl Wein,Comedy,1,English,87.0,Lola Versus,3201.0,"Zoe Lister-Jones, Daryl Wein",2012.0
2991,"Morgan Freeman, Hantanirina Rasamimanana, Patricia Wright",10675739.0,Canada,David Douglas,Documentary,0,English,39.0,Island of Lemurs: Madagascar,3202.0,Drew Fellman,2014.0
2992,"Lamman Rucker, Christian Keyes, Brely Evans, D.B. Woodside",291145.0,USA,Trey Haley,Mystery,1,English,93.0,The Man in 3B,3203.0,"Carl Weber, Carl Weber (based on the novel by)",2015.0
2993,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",63883740.0,USA,Seth MacFarlane,Comedy,0,English,115.0,Ted 2,3204.0,"Seth MacFarlane, Alec Sulkin, Wellesley Wild, Seth MacFarlane (based on characters created by)",2015.0
2994,"Adrien Brody, Marcia Gay Harden, James Caan, Christina Hendricks",48868.0,USA,Tony Kaye,Drama,1,English,98.0,Detachment,3205.0,Carl Lund,2011.0
2995,"Jodie Foster, Kate Winslet, Christoph Waltz, John C. Reilly",2200000.0,France,Roman Polanski,Comedy,1,English,80.0,Carnage,3206.0,"Yasmina Reza (play), Yasmina Reza (screenplay), Roman Polanski (screenplay), Michael Katims (translation)",2011.0
2996,"Seann William Scott, Chris Conrad, Rick Gonzalez, Adrian Martinez",362531.0,USA,Steve Conrad,Comedy,1,English,86.0,The Promotion,3207.0,Steve Conrad,2008.0
2997,"Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving",22100000.0,Germany,"Tom Tykwer, Lana Wachowski, Lilly Wachowski",Action,0,English,172.0,Cloud Atlas,3208.0,"David Mitchell (novel), Lana Wachowski (written for the screen by), Tom Tykwer (written for the screen by), Lilly Wachowski (written for the screen by), Chris Lindsay (additional material)",2012.0
2998,"Ann Mitchell, Jolyon Coy, Karl Johnson, Rachel Weisz",1124786.0,UK,Terence Davies,Drama,1,English,98.0,The Deep Blue Sea,3209.0,"Terence Rattigan (play), Terence Davies (adaptation)",2011.0
2999,"Nilbio Torres, Antonio Bolivar, Jan Bijvoet, Brionne Davis",1320005.0,Colombia,Ciro Guerra,Adventure,1,Spanish,125.0,Embrace of the Serpent,3210.0,"Ciro Guerra, Theodor Koch-Grunberg (based on the diary by), Richard Evans Schultes (based on the diary by), Jacques Toulemonde Vidal",2015.0
3000,"Pilar Lopez de Ayala, Leonor Silveira, Isabel Ruth, Luis Miguel Cintra",47743.0,Portugal,Manoel de Oliveira,Drama,1,Portuguese,97.0,The Strange Case of Angelica,3211.0,Manoel de Oliveira (screenplay),2010.0
3001,"Taylor Schilling, Grant Bowler, Matthew Marsden, Edi Gathegi",4563873.0,USA,Paul Johansson,Drama,1,English,97.0,Atlas Shrugged: Part I,3212.0,"Brian Patrick O'Toole (screenplay by), John Aglialoro (screenplay by), Ayn Rand (novel)",2011.0
3002,"Jeanne Tripplehorn, Liev Schreiber, Joelle Carter, Louise Fletcher",388.0,USA,Kees Van Oostrum,Drama,1,English,95.0,A Perfect Man,3213.0,"Larry Brand, Peter Elkoff",2013.0
3003,"Lake Bell, Ed Helms, Mary Steenburgen, Paul Reiser",279263.0,USA,Lake Bell,Comedy,1,English,106.0,I Do... Until I Don't,3214.0,Lake Bell (screenplay),2017.0
3004,"Justin Bieber, Scooter Braun, Ryan Good, Usher Raymond",2610574.0,USA,Jon M. Chu,Documentary,1,English,92.0,Justin Bieber's Believe,3215.0,Sarah Landman,2013.0
3005,"Erika Christensen, Faye Dunaway, Frankie Faison, Robert Forster",14678714.0,USA,Jon Gunn,Biography,0,English,112.0,The Case for Christ,3216.0,"Brian Bird (screenplay by), Lee Strobel (based on the book by)",2017.0
3006,"Jeremy Renner, Robert Patrick, Jena Sims, Robert Pralgo",2445646.0,USA,Michael Cuesta,Biography,1,English,112.0,Kill the Messenger,3217.0,"Peter Landesman, Gary Webb (book), Nick Schou (book)",2014.0
3007,"Georgina Reilly, Greg Calderone, Kjartan Hewitt, Lyndie Greenwood",34826.0,Canada,Bruce McDonald,Drama,1,English,85.0,This Movie Is Broken,3218.0,"Kevin Drew (based on an idea by), Bruce McDonald (based on an idea by), Don McKellar (based on an idea by), Don McKellar",2010.0
3008,"Alicia Vikander, Ingrid Bergman, Pia Lindstrom, Roberto Rossellini",137927.0,Sweden,Stig Bjorkman,Documentary,1,Swedish,114.0,Ingrid Bergman: In Her Own Words,3219.0,"Stig Bjorkman, Dominika Daubenbuchel, Stina Gardell",2015.0
3009,"Saif Ali Khan, Kareena Kapoor, Javed Jaffrey, Vrajesh Hirjee",41770.0,India,Jugal Hansraj,Animation,1,Hindi,93.0,Roadside Romeo,3220.0,Jugal Hansraj,2008.0
3010,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow",318298180.0,USA,Jon Favreau,Action,0,English,126.0,Iron Man,3222.0,"Mark Fergus (screenplay), Hawk Ostby (screenplay), Art Marcum (screenplay), Matt Holloway (screenplay), Stan Lee (characters), Don Heck (characters), Larry Lieber (characters), Jack Kirby (characters)",2008.0
3011,"Guillaume Canet, Emir Kusturica, Alexandra Maria Lara, Ingeborga Dapkunaite",309262.0,France,Christian Carion,Drama,1,French,113.0,Farewell,3223.0,"Christian Carion, Serguei Kostine (book), Eric Raynaud",2009.0
3012,"Ana Rita Gurgel, Caio Almeida, Maeve Jinkings, Dida Maia",29295.0,Brazil,Kleber Mendonca Filho,Drama,1,Portuguese,131.0,Neighboring Sounds,3224.0,Kleber Mendonca Filho,2012.0
3013,"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria",177118775.0,USA,Shawn Levy,Adventure,0,English,105.0,Night at the Museum: Battle of the Smithsonian,3225.0,"Robert Ben Garant, Thomas Lennon, Robert Ben Garant (characters), Thomas Lennon (characters)",2009.0
3014,"Giuseppe Fuda, Bruno Timpano, Nazareno Timpano, Artemio Vallone",152530.0,Italy,Michelangelo Frammartino,Drama,1,None,88.0,Le Quattro Volte,3226.0,Michelangelo Frammartino,2010.0
3015,"Queen Latifah, Dolly Parton, Keke Palmer, Jeremy Jordan",29000000.0,USA,Todd Graff,Comedy,0,English,118.0,Joyful Noise,3227.0,Todd Graff,2012.0
3016,"Amina, Azmera, Arindol Bagchi, Rekha Banerjee",849484.0,USA,Richard Robbins,Documentary,1,English,101.0,Girl Rising,3228.0,"Marie Arana, Doreen Baingana, Edwidge Dantical, Mona Eltahawy, Aminatta Forna, Zarghuna Kargar, Maaza Mengiste, Sooni Taraporevala, Manjushree Thapa, Loung Ung",2013.0
3017,"Bel Powley, Nathan Lane, Gabriel Byrne, Vanessa Bayer",19025.0,USA,Susan Johnson,Comedy,1,English,98.0,Carrie Pilby,3229.0,"Kara Holden (screenplay by), Caren Lissner (based on the novel by)",2016.0
3018,"Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza Gonzalez",107770367.0,UK,Edgar Wright,Action,0,English,112.0,Baby Driver,3230.0,Edgar Wright,2017.0
3019,"Michelle Williams, Kristin Scott Thomas, Margot Robbie, Eric Godon",1304622.0,UK,Saul Dibb,Drama,1,English,107.0,Suite Francaise,3231.0,"Saul Dibb (screenplay), Matt Charman (screenplay), Irene Nemirovsky (based on the novel by)",2014.0
3020,"Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson",94800000.0,USA,"Albert Hughes, Allen Hughes",Action,0,English,118.0,The Book of Eli,3232.0,Gary Whitta,2010.0
3021,"Jill Hennessy, Amy Rutherford, Peter Stormare, Vladimir Bondarenko",30858.0,Canada,Ed Gass-Donnelly,Crime,1,English,75.0,Small Town Murder Songs,3233.0,Ed Gass-Donnelly,2010.0
3022,"Rachel Melvin, Cortney Palm, Lexi Atkins, Hutch Dano",14947.0,USA,Jordan Rubin,Comedy,1,English,77.0,Zombeavers,3234.0,"Al Kaplan (screenplay by), Jordan Rubin (screenplay by), Jon Kaplan (screenplay by)",2014.0
3023,"Jingchun Wang, Wenqing Liu, Guo Liuxing Zhong, Kexuan Zhang",9213.0,China,Xiaoshuai Wang,Drama,1,Mandarin,110.0,11 Flowers,3235.0,"Ni Lao, Lao Ni (screenplay), Xiaoshuai Wang (screenplay)",2011.0
3024,"Bruce Davison, Randall Batinkoff, Trevor Morgan, Brooke Peoples",266190.0,USA,Nicholas Smith,Horror,1,English,86.0,Munger Road,3236.0,Nicholas Smith,2011.0
3025,"Paul Rodriguez, Ryan Dunn, Rob Dyrdek, Terry Kennedy",84944.0,USA,Chris Zamoscianyk,Drama,1,English,88.0,Street Dreams,3237.0,"Elisa Delson, Rob Dyrdek, Nino Scalia",2009.0
3026,"Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloe Grace Moretz",32118648.0,USA,Marc Webb,Comedy,0,English,95.0,500 Days of Summer,3238.0,"Scott Neustadter, Michael H. Weber",2009.0
3027,"Ngoc Diep, Huy Khanh, Ngan Khanh, Khanh Le",64116.0,Vietnam,Victor Vu,Comedy,1,Vietnamese,100.0,Battle of the Brides,3239.0,"Hong Phuc, Victor Vu",2011.0
3028,"Atsuko Okatsuka, Cory Zacharia, Rintaro Sawamoto, Roberto 'Sanz' Sanchez",15595.0,USA,Mike Ott,Drama,1,English,83.0,Littlerock,3240.0,"Mike Ott, Atsuko Okatsuka (story), Mike Ott (story), Carl Bird McLaughlin (story)",2010.0
3029,"Michelle Williams, Bruce Greenwood, Will Patton, Zoe Kazan",977600.0,USA,Kelly Reichardt,Drama,1,English,104.0,Meek's Cutoff,3241.0,Jonathan Raymond (screenplay),2010.0
3030,"Tye Sheridan, Logan Miller, Joey Morgan, Sarah Dumont",3931256.0,USA,Christopher Landon,Action,1,English,93.0,Scouts Guide to the Zombie Apocalypse,3242.0,"Carrie Lee Wilson (screenplay), Emi Mochizuki (screenplay), Christopher Landon (screenplay), Lona Williams (story), Carrie Lee Wilson (story), Emi Mochizuki (story)",2015.0
3031,"Alex Neustaedter, Becky G, Alex MacNicoll, Dominic Rains",2147.0,USA,Oliver Daly,Action,1,English,98.0,A-X-L,3243.0,Oliver Daly,2018.0
3032,"Emmanuelle Devos, Mathieu Amalric, Anne Brochet, Josephine de La Baume",9514.0,France,Sophie Fillieres,Comedy,1,French,102.0,"If You Don't, I Will",3244.0,Sophie Fillieres (screenplay),2014.0
3033,"Charlize Theron, Freddie Highmore, Ryan Stiles, Eugene Levy",19548064.0,Japan,David Bowers,Animation,0,English,94.0,Astro Boy,3245.0,"Osamu Tezuka (manga), David Bowers (story), Timothy Harris, David Bowers",2009.0
3034,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong",116600000.0,USA,Martin Campbell,Action,0,English,114.0,Green Lantern,3246.0,"Greg Berlanti (screenplay), Michael Green (screenplay), Marc Guggenheim (screenplay), Michael Goldenberg (screenplay), Greg Berlanti (screen story), Michael Green (screen story), Marc Guggenheim (screen story)",2011.0
3035,"Zoe Lister-Jones, Adam Pally, Susie Essman, Retta",245140.0,USA,Zoe Lister-Jones,Comedy,1,English,91.0,Band Aid,3247.0,Zoe Lister-Jones,2017.0
3036,"Renee Zellweger, Gemma Jones, Jim Broadbent, Sally Phillips",24089465.0,USA,Sharon Maguire,Comedy,0,English,123.0,Bridget Jones's Baby,3248.0,"Helen Fielding (screenplay), Dan Mazer (screenplay), Emma Thompson (screenplay), Helen Fielding (based on the characters and story created by)",2016.0
