,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
2220,My Joy,2010,Sergei Loznitsa,Sergei Loznitsa (screenplay),"Viktor Nemets, Vladimir Golovin, Aleksey Vertkov, Dmitriy Gotsdiner",Adventure,Russian,Germany,127,3756
2223,Devil,2010,John Erick Dowdle,"Brian Nelson (screenplay), M. Night Shyamalan (story)","Chris Messina, Logan Marshall-Green, Jenny O'Hara, Bojana Novakovic",Horror,English,USA,80,33583175
2225,I Hate Luv Storys,2010,Punit Malhotra,"Punit Malhotra (story, screenplay & dialogue)","Imran Khan, Sonam Kapoor, Sammir Dattani, Samir Soni",Comedy,Hindi,India,129,847993
2227,A Turtle's Tale: Sammy's Adventures,2010,"Ben Stassen, Mimi Maynard","Ben Stassen (story), Domonic Paris (story), Domonic Paris (screenplay)","Anthony Anderson, Ed Begley Jr., Pat Carroll, Stacy Keach",Animation,English,France,88,1487325
2231,Blood Done Sign My Name,2010,Jeb Stuart,"Jeb Stuart, Tim Tyson (book)","Natalie Alyn Lind, Michael Rooker, Emily Alyn Lind, Nick Searcy",Drama,English,USA,128,82739
2234,A Somewhat Gentle Man,2010,Hans Petter Moland,Kim Fupz Aakeson (screenplay),"Stellan Skarsgard, Jorunn Kjellsby, Bjorn Floberg, Gard B. Eidsvold",Comedy,Norwegian,Norway,113,37543
2237,La Rafle,2010,Rose Bosch,Rose Bosch,"Jean Reno, Melanie Laurent, Gad Elmaleh, Raphaelle Agogue",Drama,French,France,115,212543
2238,Somewhere,2010,Sofia Coppola,Sofia Coppola,"Stephen Dorff, Chris Pontius, Erin Wasson, Alexandra Williams",Comedy,English,USA,97,1768416
2242,Legend of the Fist: The Return of Chen Zhen,2010,Wai-Keung Lau,"Gordon Chan (screenplay), Chi-Sing Cheung, Koon-Nam Lui, Frankie Tam","Donnie Yen, Qi Shu, Anthony Chau-Sang Wong, Bo Huang",Action,Mandarin,Hong Kong,106,48398
2251,Everything Must Go,2010,Dan Rush,"Dan Rush, Raymond Carver (short story ""Why Don't You Dance"")","Will Ferrell, Christopher Jordan Wallace, Rebecca Hall, Michael Pena",Comedy,English,USA,97,2711210
2253,Biutiful,2010,Alejandro G. Inarritu,"Alejandro G. Inarritu (screenplay), Alejandro G. Inarritu (based on a story by), Nicolas Giacobone (screenplay), Armando Bo (screenplay)","Javier Bardem, Maricel Alvarez, Hanaa Bouchaib, Guillermo Estrella",Drama,Spanish,Mexico,148,5100937
2,Double Dhamaal,2011,Indra Kumar,"Farhad Bhiwandiwala (dialogue), Tushar Hiranandani (story & screenplay), Sajid (dialogue)","Sanjay Dutt, Javed Jaffrey, Riteish Deshmukh, Mallika Sherawat",Comedy,Hindi,India,138,543322
12,Scream 4,2011,Wes Craven,Kevin Williamson,"Lucy Hale, Roger Jackson, Shenae Grimes-Beech, Dane Farwell",Horror,English,USA,111,38176892
24,The Devil's Double,2011,Lee Tamahori,"Michael Thomas, Latif Yahia (books), Emjay Rechsteiner (story)","Dominic Cooper, Ludivine Sagnier, Raad Rawi, Philip Quast",Biography,English,Belgium,109,1357042
27,Tales of the Night,2011,Michel Ocelot,Michel Ocelot,"Julien Beramis, Marine Griset, Michel Elias, Olivier Claverie",Animation,French,France,84,7154
29,Chillar Party,2011,"Vikas Bahl, Nitesh Tiwari","Vikas Bahl (screenplay), Vijay Maurya, Nitesh Tiwari","Aarav Khanna, Chinmay Chandraunshuh, Divji Handa, Irfan Khan",Comedy,Hindi,India,135,6149
33,Gun Hill Road,2011,Rashaad Ernesto Green,"Rashaad Ernesto Green, Zora Howard (poetry)","Esai Morales, Robert Salzman, Ty Jones, Harmony Santana",Drama,English,USA,86,139013
40,Ra.One,2011,Anubhav Sinha,"David Benullo, Kanika Dhillon (dialogue), Kanika Dhillon (screenplay), Niranjan Iyengar (dialogue), Shah Rukh Khan (screenplay), Mushtaq Sheikh (screenplay), Anubhav Sinha (story), Anubhav Sinha, Rajshri Sudhakar (Dialogue Writer: Telugu)","Shah Rukh Khan, Arjun Rampal, Kareena Kapoor, Shahana Goswami",Action,Hindi,India,156,2509150
41,Hall Pass,2011,"Bobby Farrelly, Peter Farrelly","Pete Jones (screenplay), Peter Farrelly (screenplay), Kevin Barnett (screenplay), Bobby Farrelly (screenplay), Pete Jones (story)","Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate",Comedy,English,USA,105,45045037
42,The Catechism Cataclysm,2011,Todd Rohal,Todd Rohal (screenplay),"Judy Findlay, Steve Little, Robert Longstreet, Carlos Lopez",Comedy,English,USA,75,1933
48,Diana Vreeland: The Eye Has to Travel,2011,"Lisa Immordino Vreeland, Bent-Jorgen Perlmutt(co-director), Frederic Tcheng(co-director)","Lisa Immordino Vreeland, Bent-Jorgen Perlmutt, Frederic Tcheng","Diana Vreeland, Richard Avedon, David Bailey, Lauren Bacall",Documentary,English,USA,86,619054
54,Martha Marcy May Marlene,2011,Sean Durkin,Sean Durkin,"Elizabeth Olsen, Christopher Abbott, Brady Corbet, Hugh Dancy",Drama,English,USA,102,2981038
66,Harry Potter and the Deathly Hallows: Part 2,2011,David Yates,"Steve Kloves (screenplay), J.K. Rowling (novel)","Ralph Fiennes, Michael Gambon, Alan Rickman, Daniel Radcliffe",Adventure,English,USA,130,381000185
68,Singham,2011,Rohit Shetty,"Hari (original story), Yunus Sajawal (screenplay), Sajid (dialogue), Farhad Samji","Ajay Devgn, Kajal Aggarwal, Prakash Raj, Sonali Kulkarni",Action,Hindi,India,143,287458
78,A Monster in Paris,2011,Bibo Bergeron,"Bibo Bergeron (screenplay), Bibo Bergeron (story), Stephane Kazandjian (screenplay)","Matthieu Chedid, Vanessa Paradis, Gad Elmaleh, Francois Cluzet",Animation,French,France,90,1043531
88,Fast Five,2011,Justin Lin,"Chris Morgan, Gary Scott Thompson (characters)","Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson",Action,English,USA,130,209805005
90,War of the Arrows,2011,Han-min Kim,Han-min Kim (screenplay),"Hae-il Park, Seung-ryong Ryu, Mu-Yeol Kim, Chae-won Moon",Action,Korean,South Korea,122,40685
104,We Bought a Zoo,2011,Cameron Crowe,"Aline Brosh McKenna (screenplay), Cameron Crowe (screenplay), Benjamin Mee (book)","Matt Damon, Scarlett Johansson, Thomas Haden Church, Colin Ford",Comedy,English,USA,124,72700000
112,Sherlock Holmes: A Game of Shadows,2011,Guy Ritchie,"Michele Mulroney, Kieran Mulroney, Arthur Conan Doyle (characters)","Robert Downey Jr., Jude Law, Noomi Rapace, Rachel McAdams",Action,English,USA,129,186830669
115,5 Days of War,2011,Renny Harlin,"Mikko Alanne (screenplay), David Battle (based on a screenplay by)","Rupert Friend, Emmanuelle Chriqui, Richard Coyle, Heather Graham",Action,English,Georgia,113,17243
131,The Mechanic,2011,Simon West,"Richard Wenk (screenplay), Lewis John Carlino (screenplay), Lewis John Carlino (story)","Jason Statham, Ben Foster, Tony Goldwyn, Donald Sutherland",Action,English,USA,93,29113588
134,Delhi Belly,2011,"Abhinay Deo, Akshat Verma","Mr. Moris (screenplay by), Akshat Verma","Imran Khan, Vir Das, Kunaal Roy Kapur, Shenaz Treasury",Action,English,India,103,1531757
139,Circumstance,2011,Maryam Keshavarz,Maryam Keshavarz,"Nikohl Boosheri, Sarah Kazemy, Reza Sixo Safai, Soheil Parsa",Drama,Persian,France,107,452602
140,Alps,2011,Yorgos Lanthimos,"Efthymis Filippou (screenplay), Yorgos Lanthimos (screenplay)","Angeliki Papoulia, Aris Servetalis, Johnny Vekris, Ariane Labed",Drama,Greek,Greece,93,5571
146,Perfect Sense,2011,David Mackenzie,Kim Fupz Aakeson,"Eva Green, Lauren Tempany, Ewan McGregor, Connie Nielsen",Drama,English,UK,92,1567
150,The Darkest Hour,2011,Chris Gorak,"Jon Spaihts (screenplay), Leslie Bohem (story), M.T. Ahern (story), Jon Spaihts (story)","Emile Hirsch, Olivia Thirlby, Max Minghella, Rachael Taylor",Action,English,USA,89,21426805
156,Just Go with It,2011,Dennis Dugan,"Allan Loeb (screenplay), Timothy Dowling (screenplay), I.A.L. Diamond (screenplay ""Cactus Flower""), Abe Burrows (stage play), Pierre Barillet (French play), Jean-Pierre Gredy (French play)","Adam Sandler, Jennifer Aniston, Nicole Kidman, Nick Swardson",Comedy,English,USA,117,103028109
171,Super 8,2011,J.J. Abrams,J.J. Abrams,"Joel Courtney, Jessica Tuck, Joel McKinnon Miller, Ryan Lee",Mystery,English,USA,112,126975169
177,Salvation Boulevard,2011,George Ratliff,"Douglas Stone (screenplay), George Ratliff (screenplay), Larry Beinhart (novel)","Jennifer Connelly, Greg Kinnear, Pierce Brosnan, Ed Harris",Action,English,USA,96,27445
178,Rascals,2011,David Dhawan,"Sanjay Chhel (screenplay), Yunus Sajawal (dialogue)","Ajay Devgn, Sanjay Dutt, Kangana Ranaut, Lisa Haydon",Action,Hindi,India,128,261156
182,The Tree of Life,2011,Terrence Malick,Terrence Malick,"Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken",Drama,English,USA,139,13303319
193,Soul Surfer,2011,Sean McNamara,"Sean McNamara (screenplay), Deborah Schwartz (screenplay), Douglas Schwartz (screenplay), Michael Berk (screenplay), Sean McNamara (screen story), Deborah Schwartz (screen story), Douglas Schwartz (screen story), Michael Berk (screen story), Matt Allen (screen story), Caleb Wilson (screen story), Brad Gann (screen story), Bethany Hamilton (book), Sheryl Berk (book), Rick Bundschuh (book)","AnnaSophia Robb, Helen Hunt, Dennis Quaid, Carrie Underwood",Biography,English,USA,112,43853424
194,Familiar Grounds,2011,Stephane Lafleur,Stephane Lafleur,"Francis La Haye, Fanny Mallette, Michel Daigle, Sylvain Marcel",Drama,French,Canada,90,43037
197,Citizen Gangster,2011,Nathan Morlando,Nathan Morlando,"Scott Speedman, Kelly Reilly, Kevin Durand, Joseph Cross",Crime,English,Canada,105,625
205,The Beaver,2011,Jodie Foster,Kyle Killen,"Mel Gibson, Cherry Jones, Jodie Foster, Anton Yelchin",Drama,English,USA,91,900000
210,1911,2011,"Li Zhang, Jackie Chan","Xingdong Wang (screenplay), Baoguang Chen (screenplay)","Jackie Chan, Winston Chao, Bingbing Li, Chun Sun",Action,Mandarin,China,121,127437
220,The Last Lions,2011,Dereck Joubert,Dereck Joubert,Jeremy Irons,Documentary,English,USA,88,631925
221,Judy Moody and the Not Bummer Summer,2011,John Schultz,"Kathy Waugh (screenplay), Megan McDonald (screenplay), Megan McDonald (""Judy Moody"" book series)","Jordana Beatty, Parris Mosteller, Janet Varney, Kristoffer Ryan Winters",Comedy,English,USA,91,15000994
226,Hoodwinked Too! Hood vs. Evil,2011,Mike Disa,"Cory Edwards (story), Todd Edwards (story), Tony Leech (story), Cory Edwards (screenplay), Todd Edwards (screenplay), Tony Leech (screenplay), Mike Disa (screenplay), Michael Ludy (punch-up/sketches)","Hayden Panettiere, Glenn Close, Patrick Warburton, Joan Cusack",Animation,English,USA,86,10134754
227,Courageous,2011,Alex Kendrick,"Alex Kendrick, Stephen Kendrick","Ken Bevel, Alex Kendrick, Kevin Downes, Renee Jewell",Drama,English,USA,129,34522221
236,Found Memories,2011,Julia Murat,"Maria Clara Escobar, Julia Murat, Felipe Sholl","Sonia Guedes, Lisa Favero, Luis Serra, Ricardo Merkin",Drama,Portuguese,Brazil,98,5175
238,Young Adult,2011,Jason Reitman,Diablo Cody,"Charlize Theron, Patton Oswalt, Patrick Wilson, Elizabeth Reaser",Comedy,English,USA,94,16295033
252,Loosies,2011,Michael Corrente,Peter Facinelli,"Peter Facinelli, Jaimie Alexander, Michael Madsen, Vincent Gallo",Comedy,English,USA,89,3318
256,Water for Elephants,2011,Francis Lawrence,"Richard LaGravenese (screenplay), Sara Gruen (novel)","Reese Witherspoon, Robert Pattinson, Christoph Waltz, Paul Schneider",Drama,English,USA,120,58700247
260,This Is Not a Film,2011,"Mojtaba Mirtahmasb, Jafar Panahi",Jafar Panahi,"Jafar Panahi, Igi, Mrs. Gheirat, Mojtaba Mirtahmasb",Documentary,Persian,Iran,75,63144
266,Headhunters,2011,Morten Tyldum,"Ulf Ryberg (screenplay), Lars Gudmestad (screenplay), Jo Nesbo (novel)","Aksel Hennie, Synnove Macody Lund, Nikolaj Coster-Waldau, Eivind Sander",Crime,Norwegian,Norway,96,794849
271,The Turin Horse,2011,"Bela Tarr, Agnes Hranitzky(co-director)","Laszlo Krasznahorkai (screenplay), Bela Tarr (screenplay)","Janos Derzsi, Erika Bok, Mihaly Kormos, Ricsi",Drama,Hungarian,Hungary,155,53690
274,The Painting,2011,Jean-Francois Laguionie,"Nicky Baker (Adaptation), Jean-Francois Laguionie, Anik Leray, Stephanie Sheh (english adaptation)","Jean Barney, Chloe Berthier, JB Blanc, Steve Blum",Animation,French,France,76,15143
276,Rise of the Planet of the Apes,2011,Rupert Wyatt,"Rick Jaffa, Amanda Silver","Andy Serkis, Karin Konoval, Terry Notary, Richard Ridings",Action,English,USA,105,175300000
281,Dreams of a Life,2011,Carol Morley,Carol Morley,"Zawe Ashton, Alix Luka-Cain, Alistair Abrahams, Mandy Allen",Documentary,English,UK,95,6595
292,The Flowers of War,2011,Yimou Zhang,"Heng Liu (screenplay), Geling Yan (novel)","Christian Bale, Ni Ni, Xinyi Zhang, Tianyuan Huang",Drama,Mandarin,China,146,308164
329,The Details,2011,Jacob Estes,Jacob Estes,"Tobey Maguire, Gary Schwartz, Jose Gandara, Elizabeth Banks",Comedy,English,USA,101,63595
331,Puss in Boots,2011,Chris Miller,"Tom Wheeler (screenplay by), Brian Lynch (story by), William Davies (story by), Tom Wheeler (story by), Charles Perrault (story ""Puss in Boots"")","Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton",Animation,English,USA,90,149234747
334,Zookeeper,2011,Frank Coraci,"Nick Bakay (screenplay), Rock Reuben (screenplay), Kevin James (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), Jay Scherick (story), David Ronn (story)","Kevin James, Rosario Dawson, Leslie Bibb, Ken Jeong",Comedy,English,USA,102,80360866
340,Flying Swords of Dragon Gate,2011,Hark Tsui,Hark Tsui (screenplay),"Jet Li, Xun Zhou, Kun Chen, Lun-Mei Kwei",Action,Mandarin,China,122,95452
345,Battle Los Angeles,2011,Jonathan Liebesman,Christopher Bertolini,"Aaron Eckhart, Ramon Rodriguez, Will Rothhaar, Cory Hardrict",Action,English,USA,116,83537651
346,Hop,2011,Tim Hill,"Cinco Paul (screenplay), Ken Daurio (screenplay), Brian Lynch (screenplay), Cinco Paul (story), Ken Daurio (story)","James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria",Animation,English,USA,95,108012170
349,Immortals,2011,Tarsem Singh,"Charley Parlapanides, Vlas Parlapanides","Henry Cavill, Mickey Rourke, Stephen Dorff, Freida Pinto",Action,English,USA,110,83488546
355,Declaration of War,2011,Valerie Donzelli,"Valerie Donzelli, Jeremie Elkaim","Valerie Donzelli, Jeremie Elkaim, Cesar Desseix, Gabriel Elkaim",Drama,French,France,100,46225
365,The Interrupters,2011,Steve James,Alex Kotlowitz (New York Times magazine article),"Tio Hardiman, Ameena Matthews, Toya Batey, Cobe Williams",Documentary,English,USA,125,282448
374,Death of a Superhero,2011,Ian Fitzgibbon,"Anthony McCarten (screenplay), Anthony McCarten (based on the novel by)","Thomas Brodie-Sangster, Lilly Forgach, Ian Fitzgibbon, Michael McElhatton",Animation,English,Germany,97,345
377,Where Do We Go Now?,2011,Nadine Labaki,"Thomas Bidegain (collaboration), Rodney El Haddad, Bassam Habib, Jihad Hojeily, Nadine Labaki","Claude Baz Moussawbaa, Layla Hakim, Nadine Labaki, Yvonne Maalouf",Comedy,Arabic,France,110,531813
381,Arthur Christmas,2011,"Sarah Smith, Barry Cook(co-director)","Peter Baynham (screenplay), Sarah Smith (screenplay)","James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent",Animation,English,UK,97,46440491
394,The Sitter,2011,David Gordon Green,"Brian Gatewood, Alessandro Tanaka","Jonah Hill, Max Records, Ari Graynor, J.B. Smoove",Comedy,English,USA,81,30200000
396,Tyrannosaur,2011,Paddy Considine,Paddy Considine,"Peter Mullan, Archie Lal, Jag Sanghera, Mike Fearnley",Drama,English,UK,92,22088
398,Kevin Hart: Laugh at My Pain,2011,"Leslie Small, Tim Story","Kevin Hart, Na'im Lynn, Joey Wells","Kevin Hart, Taraji P. Henson, Will 'Spank' Horton, Harry Ratchford",Documentary,English,USA,89,7705974
409,Horrid Henry: The Movie,2011,Nick Moore,"Tony Ross (illustrations), Francesca Simon (based on characters created by), Lucinda Whiteley (screenplay)","Theo Stevenson, Richard E. Grant, Parminder Nagra, Mathew Horne",Adventure,English,UK,93,2524717
419,Page One: Inside the New York Times,2011,Andrew Rossi,"Kate Novack, Andrew Rossi","Sarah Ellison, Larry Ingrassia, David Carr, Dennis Crowley",Documentary,English,USA,92,1067028
428,Fort McCoy,2011,"Kate Connor(co-director), Michael Worth(co-director)",Kate Connor,"Eric Stoltz, Kate Connor, Lyndsy Fonseca, Andy Hirsch",Drama,English,USA,100,78196
429,Little Birds,2011,Elgin James,Elgin James,"Juno Temple, Kay Panabaker, Kate Bosworth, Neal McDonough",Drama,English,USA,94,16590
436,The Rite,2011,Mikael Hafstrom,"Michael Petroni, Matt Baglio (book)","Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciaran Hinds",Drama,English,USA,114,33037754
440,Forks Over Knives,2011,Lee Fulkerson,Lee Fulkerson,"Lee Fulkerson, Matthew Lederman, Alona Pulde, T. Colin Campbell",Documentary,English,USA,90,1000000
443,The Twilight Saga: Breaking Dawn - Part 1,2011,Bill Condon,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)","Taylor Lautner, Gil Birmingham, Billy Burke, Sarah Clarke",Adventure,English,USA,117,281267663
450,When Harry Tries to Marry,2011,Nayan Padrai,"Ralph Stein (screenplay), Nayan Padrai (screenplay)","Rahul Rai, Stefanie Estes, Freishia Bomanbehram, Osvaldo Hernandez",Comedy,English,USA,93,38261
451,Silent House,2011,"Chris Kentis, Laura Lau","Gustavo Hernandez (film ""La casa muda""), Laura Lau (screenplay), Oscar Estevez (original screen play)","Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens, Julia Chan",Drama,English,France,86,9921042
467,Apart,2011,Aaron Rottinghaus,"Josh Danziger (story), Aaron Rottinghaus (story), Aaron Rottinghaus","Olesya Rulin, Josh Danziger, Bruce McGill, Joey Lauren Adams",Drama,English,USA,85,3161
472,The Muppets,2011,James Bobin,"Jason Segel, Nicholas Stoller, Jim Henson (based on)","Jason Segel, Amy Adams, Chris Cooper, Rashida Jones",Adventure,English,USA,103,88625922
477,Weekend,2011,Andrew Haigh,Andrew Haigh,"Tom Cullen, Chris New, Jonathan Race, Laura Freeman",Drama,English,UK,97,317593
478,The Woman in the Fifth,2011,Pawel Pawlikowski,"Douglas Kennedy (novel), Pawel Pawlikowski (screenplay)","Ethan Hawke, Kristin Scott Thomas, Joanna Kulig, Samir Guesmi",Drama,English,France,84,112498
487,The Innkeepers,2011,Ti West,Ti West,"Sara Paxton, Pat Healy, Alison Bartlett, Jake Ryan",Drama,English,USA,101,77501
492,Samsara,2011,Ron Fricke,"Ron Fricke (concept and treatment written by), Mark Magidson (concept and treatment written by)","Balinese Tari Legong Dancers, Ni Made Megahadi Pratiwi, Puti Sri Candra Dewi, Putu Dinda Pratika",Documentary,None,USA,102,1701381
500,A Separation,2011,Asghar Farhadi,Asghar Farhadi,"Payman Maadi, Leila Hatami, Sareh Bayat, Shahab Hosseini",Crime,Persian,Iran,123,6700000
503,Balls to the Wall,2011,Penelope Spheeris,Jason Nutt (screenplay),"Joe Hursley, Jenna Dewan Tatum, Dustin Ybarra, Dean Austin",Comedy,English,USA,85,3140
505,Brief Reunion,2011,John Daschbach,John Daschbach,"Joel de la Fuente, Alexie Gilmore, Scott Shepherd, Francie Swift",Drama,English,USA,88,5891
519,The Fairy,2011,"Dominique Abel, Fiona Gordon, Bruno Romy","Dominique Abel (screenplay), Fiona Gordon (screenplay), Bruno Romy (screenplay)","Dominique Abel, Fiona Gordon, Philippe Martz, Bruno Romy",Comedy,French,France,93,18417
535,We Need to Talk About Kevin,2011,Lynne Ramsay,"Lynne Ramsay (screenplay), Rory Stewart Kinnear (screenplay), Lionel Shriver (novel)","Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell",Drama,English,UK,112,1738692
537,Final Destination 5,2011,Steven Quale,"Eric Heisserer, Jeffrey Reddick (characters)","Nicholas D'Agosto, Emma Bell, Miles Fisher, Ellen Wroe",Horror,English,USA,92,42500000
541,Kinyarwanda,2011,Alrick Brown,"Alrick Brown (screenplay), Patricia Janvier (storyline consultant), Ishmael Ntihabose (story), Charles Plath (storyline consultant)","Cassandra Freeman, Edouard Bamporiki, Cleophas Kabasita, Mazimpaka Kennedy",Drama,English,USA,100,21097
542,Union Square,2011,Nancy Savoca,"Nancy Savoca (screenplay), Mary Tobler (screenplay)","Mira Sorvino, Michael Sirow, Tammy Blanchard, Murray",Drama,English,USA,80,44830
547,Cowboys & Aliens,2011,Jon Favreau,"Roberto Orci (screenplay), Alex Kurtzman (screenplay), Damon Lindelof (screenplay), Mark Fergus (screenplay), Hawk Ostby (screenplay), Mark Fergus (screen story), Hawk Ostby (screen story), Steve Oedekerk (screen story), Scott Mitchell Rosenberg (Platinum Studios comic book)","Daniel Craig, Abigail Spencer, Buck Taylor, Matthew Taylor",Action,English,USA,119,100215116
548,Ready,2011,Anees Bazmee,"Rajan Aggarwal (screenplay co-writer), Ikram Akhtar (screenplay), Nisar Akhtar (additional dialogue), Farhad Bhiwandiwala (dialogue), Gopimohan (story), Rajeev Kaul (screenplay), Sajid (dialogue)","Salman Khan, Asin, Paresh Rawal, Mahesh Manjrekar",Action,Hindi,India,145,910446
557,Honey 2,2011,Bille Woodruff,"Alyson Fouse, Blayne Weaver","Gee Alexander, Gerry Bednob, Aaron Benjamin, Ariana Berlin",Comedy,English,USA,110,696794
559,Seven Days in Utopia,2011,Matthew Dean Russell,"David L. Cook (screenplay), Rob Levine (screenplay), Matthew Dean Russell (screenplay), Sandra Thrift (screenplay), David L. Cook (novel)","Robert Duvall, Lucas Black, Melissa Leo, Deborah Ann Woll",Drama,English,USA,100,4367448
572,Zokkomon,2011,Satyajit Bhatkal,"Javed Akhtar (lyrics), Satyajit Bhatkal (story & screenplay), Svati Chakravarty Bhatkal (story & screenplay), Lancy Fernandes (story & screenplay), Divy Nidhi Sharma (dialogues)","Darsheel Safary, Anupam Kher, Manjari Fadnnis, Tinnu Anand",Action,Hindi,India,109,2815
579,A Dangerous Method,2011,David Cronenberg,"Christopher Hampton (screenplay), Christopher Hampton (play), John Kerr (book)","Keira Knightley, Viggo Mortensen, Michael Fassbender, Vincent Cassel",Biography,English,UK,99,5702083
584,Butter,2011,Jim Field Smith,Jason A. Micallef,"Jennifer Garner, Ty Burrell, Garrett Schenck, Kristen Schaal",Comedy,English,USA,90,70931
594,The Girl with the Dragon Tattoo,2011,David Fincher,"Steven Zaillian (screenplay by), Stieg Larsson (novel)","Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgard",Crime,English,USA,158,102515793
597,What's Your Number?,2011,Mark Mylod,"Karyn Bosnak (novel), Gabrielle Allan (screenplay), Jennifer Crittenden (screenplay)","Anna Faris, Chris Evans, Ari Graynor, Blythe Danner",Comedy,English,USA,106,14008193
609,Larry Crowne,2011,Tom Hanks,"Tom Hanks, Nia Vardalos","Tom Hanks, Sarah Mahoney, Roxana Ortega, Randall Park",Comedy,English,USA,98,35565975
614,30 Minutes or Less,2011,Ruben Fleischer,"Michael Diliberti (screenplay), Michael Diliberti (story), Matthew Sullivan (story)","Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson",Action,English,USA,83,37100000
616,Mere Brother Ki Dulhan,2011,Ali Abbas Zafar,Ali Abbas Zafar,"Imran Khan, Katrina Kaif, Ali Zafar, Tara D'Souza",Comedy,Hindi,India,139,399429
623,The Monk,2011,Dominik Moll,"Matthew Lewis (novel), Dominik Moll (screenplay), Anne-Louise Trividic (screenplay)","Vincent Cassel, Deborah Francois, Josephine Japy, Sergi Lopez",Drama,French,Spain,101,8418
624,Limitless,2011,Neil Burger,"Leslie Dixon (screenplay), Alan Glynn (novel)","Bradley Cooper, Robert De Niro, Abbie Cornish, Andrew Howard",Mystery,English,USA,105,79230923
626,Take Me Home,2011,Sam Jaeger,Sam Jaeger,"Amber Jaeger, Sam Jaeger, Victor Garber, Cristine Rose",Comedy,English,USA,97,15374
637,Chalet Girl,2011,Phil Traill,Tom Williams (screenplay),"Miquita Oliver, Rick Edwards, Felicity Jones, Bill Bailey",Comedy,English,UK,97,1201
642,Sound of My Voice,2011,Zal Batmanglij,"Zal Batmanglij, Brit Marling","Christopher Denham, Nicole Vicius, Brit Marling, Davenia McFadden",Drama,English,USA,85,300000
650,If a Tree Falls: A Story of the Earth Liberation Front,2011,"Marshall Curry, Sam Cullman(co-director)","Marshall Curry, Matthew Hamachek","Daniel McGowan, Lisa McGowan, Tim Lewis, Kirk Engdall",Documentary,English,USA,85,61153
656,Blackthorn,2011,Mateo Gil,Miguel Barros (scriptwriter),"Sam Shepard, Eduardo Noriega, Stephen Rea, Magaly Solier",Action,English,Spain,102,131979
657,The Day He Arrives,2011,Sang-soo Hong,Sang-soo Hong,"Joon-Sang Yoo, Sang-Jung Kim, Seon-mi Song, Bo-kyeong Kim",Drama,Korean,South Korea,79,3311
659,"Love, Wedding, Marriage",2011,Dermot Mulroney,"Anouska Chydzik, Caprice Crane","Mandy Moore, Kellan Lutz, James Brolin, Jane Seymour",Comedy,English,USA,90,1378
663,Monte Carlo,2011,Thomas Bezucha,"Thomas Bezucha (screenplay), April Blair (screenplay), Maria Maggenti (screenplay), Kelly Bowe (screen story), Jules Bass (novel)","Selena Gomez, Katie Cassidy, Leighton Meester, Cory Monteith",Adventure,English,Hungary,109,22500000
665,Clandestine Childhood,2011,Benjamin Avila,"Benjamin Avila (screenplay), Marcelo Muller (screenplay)","Ernesto Alterio, Natalia Oreiro, Cesar Troncoso, Teo Gutierrez Moreno",Drama,Spanish,Argentina,112,9017
673,Rio,2011,Carlos Saldanha,"Carlos Saldanha (story), Earl Richey Jones (story), Todd R. Jones (story), Don Rhymer (screenplay), Joshua Sternin (screenplay), J.R. Ventimilia (screenplay), Sam Harper (screenplay)","Karen Disher, Jason Fricchione, Sofia Scarpa Saldanha, Leslie Mann",Animation,English,USA,96,143613651
676,You've Been Trumped,2011,Anthony Baxter,"Richard Phinney, Anthony Baxter","Anthony Baxter, Kevin Brown, Paul Cheshire, Mickey Foote",Documentary,English,UK,79,28450
677,Gnomeo & Juliet,2011,Kelly Asbury,"Rob Sprackling (story), Johnny Smith (story), Andy Riley (story), Kevin Cecil (story), Kelly Asbury (story), Steve Hamilton Shaw (story), Andy Riley (screenplay), Kevin Cecil (screenplay), Mark Burton (screenplay), Emily Cook (screenplay), Kathy Greenberg (screenplay), Steve Hamilton Shaw (screenplay), Kelly Asbury (screenplay), Rob Sprackling (original screenplay), Johnny Smith (original screenplay), William Shakespeare (play)","James McAvoy, Emily Blunt, Ashley Jensen, Michael Caine",Animation,English,UK,84,99808609
678,The Music Never Stopped,2011,Jim Kohlberg,"Gwyn Lurie (screenplay), Gary Marks (screenplay), Oliver Sacks (essay ""The Last Hippie"")","J.K. Simmons, Cara Seymour, Lou Taylor Pucci, Scott Adsit",Drama,English,USA,105,258077
682,Hugo,2011,Martin Scorsese,"John Logan (screenplay by), Brian Selznick (based on the book entitled ""The Invention of Hugo Cabret"" by)","Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloe Grace Moretz",Adventure,English,USA,126,73820094
