Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Everlasting Moments,2008,"['Biography', 'Drama', 'History']",Jan Troell,Niklas Radstrom,"['Maria Heiskanen', 'Mikael Persbrandt', 'Jesper Christensen']",Swedish,Sweden,131,1500000
Meet Dave,2008,"['Adventure', 'Comedy', 'Family', 'Romance', 'Sci-Fi']",Brian Robbins,Rob Greenberg,"['Eddie Murphy', 'Elizabeth Banks', 'Gabrielle Union']",English,USA,90,11644832
Jack Reacher,2012,"['Action', 'Crime', 'Thriller']",Christopher McQuarrie,Lee Child,"['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins']",English,USA,130,80033643
Rango,2011,"['Animation', 'Adventure', 'Comedy', 'Family', 'Western']",Gore Verbinski,John Logan,"['Johnny Depp', 'Isla Fisher', 'Abigail Breslin']",English,USA,107,123188232
Valentino: The Last Emperor,2008,['Documentary'],Matt Tyrnauer,unknown,"['Valentino Garavani', 'Giancarlo Giammetti', 'Nati Abascal']",English,USA,96,1569618
The Oranges,2011,"['Comedy', 'Drama', 'Romance']",Julian Farino,Ian Helfer,"['Alia Shawkat', 'Hugh Laurie', 'Oliver Platt']",English,USA,90,261662
Golden Kingdom,2015,['Drama'],Brian Perkins,Brian Perkins,"['Shine Htet Zaw', 'Ko Yin Saw Ri', 'Ko Yin Than Maung']",Burmese,USA,104,8077
"Jeff, Who Lives at Home",2011,"['Comedy', 'Drama']",Jay Duplass,Jay Duplass,"['Jason Segel', 'Ed Helms', 'Susan Sarandon']",English,USA,83,4244155
God Bless America,2011,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']",Bobcat Goldthwait,Bobcat Goldthwait,"['Joel Murray', 'Tara Lynne Barr', 'Melinda Page Hamilton']",English,USA,105,77301
X Games 3D: The Movie,2009,"['Documentary', 'Sport']",Steven Lawrence,Greg Jennings,"['Shaun White', 'Travis Pastrana', 'Ricky Carmichael']",English,USA,92,837216
Oye Lucky! Lucky Oye!,2008,"['Comedy', 'Crime', 'Drama']",Dibakar Banerjee,Dibakar Banerjee,"['Abhay Deol', 'Paresh Rawal', 'Neetu Chandra']",Hindi,India,125,6150700
Abduction,2011,"['Action', 'Mystery', 'Thriller']",John Singleton,Shawn Christensen,"['Jake Andolina', 'Oriah Acima Andrews', 'Ken Arnold']",English,USA,106,27600000
Batkid Begins,2015,"['Documentary', 'Biography', 'Family']",Dana Nachman,John Crane,"['Teresa Clovicko', 'Audrey Copper', 'Katie Cotton']",English,USA,87,73002
Last Days in Vietnam,2014,"['Documentary', 'History', 'War']",Rory Kennedy,Mark Bailey,"['Richard Nixon', 'Henry Kissinger', 'Stuart Herrington']",English,USA,98,408651
Alien Trespass,2009,"['Comedy', 'Horror', 'Sci-Fi', 'Thriller']",R.W. Goodwin,Steven P. Fisher,"['Eric McCormack', 'Jenni Baird', 'Dan Lauria']",English,USA,90,43437
Special Forces,2011,"['Action', 'Drama', 'War']",Stephane Rybojad,Stephane Rybojad,"['Diane Kruger', 'Djimon Hounsou', 'Benoit Magimel']",French,France,109,10759
Life During Wartime,2009,"['Comedy', 'Drama']",Todd Solondz,Todd Solondz,"['Shirley Henderson', 'Michael Kenneth Williams', 'Roslyn Ruff']",English,USA,98,278821
Love Crime,2010,"['Crime', 'Drama', 'Mystery', 'Thriller']",Alain Corneau,Alain Corneau,"['Ludivine Sagnier', 'Kristin Scott Thomas', 'Patrick Mille']",French,France,106,538356
Thor,2011,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Kenneth Branagh,Ashley Miller,"['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston']",English,USA,115,181015141
Real Steel,2011,"['Action', 'Drama', 'Family', 'Sci-Fi', 'Sport']",Shawn Levy,John Gatins,"['Hugh Jackman', 'Dakota Goyo', 'Evangeline Lilly']",English,USA,127,85463309
Chimpanzee,2012,['Documentary'],Alastair Fothergill,Alastair Fothergill,['Tim Allen'],English,Tanzania,78,28965459
The Loft,2014,"['Mystery', 'Romance', 'Thriller']",Erik Van Looy,Bart De Pauw,"['Karl Urban', 'James Marsden', 'Wentworth Miller']",English,Belgium,108,4409157
Unfriended,2014,"['Drama', 'Horror', 'Mystery', 'Thriller']",Levan Gabriadze,Nelson Greaves,"['Heather Sossaman', 'Matthew Bohrer', 'Courtney Halverson']",English,USA,83,31354666
Fool's Gold,2008,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",Andy Tennant,John Claflin,"['Matthew McConaughey', 'Kate Hudson', 'Donald Sutherland']",English,USA,112,70158206
Monk with a Camera,2014,"['Documentary', 'Biography', 'News']",Tina Mascara,unknown,"['The Dalai Lama', 'Khyongla Rinpoche', 'Nicky Vreeland']",English,USA,90,10000
Paranormal Activity 4,2012,['Horror'],Henry Joost,Christopher Landon,"['Katie Featherston', 'Kathryn Newton', 'Matt Shively']",English,USA,88,53921335
After Earth,2013,"['Action', 'Adventure', 'Sci-Fi']",M. Night Shyamalan,Gary Whitta,"['Jaden Smith', 'Will Smith', 'Sophie Okonedo']",English,USA,100,60522097
Mustang,2015,['Drama'],Deniz Gamze Erguven,Deniz Gamze Erguven,"['Gunes Sensoy', 'Doga Zeynep Doguslu', 'Tugba Sunguroglu']",Turkish,Turkey,97,560778
The Milk of Sorrow,2009,"['Drama', 'Music']",Claudia Llosa,Claudia Llosa,"['Magaly Solier', 'Susi Sanchez', 'Efrain Solis']",Spanish,Spain,94,10376
Sex Tape,2014,"['Comedy', 'Romance']",Jake Kasdan,Kate Angelo,"['Cameron Diaz', 'Jason Segel', 'Rob Corddry']",English,USA,94,34279302
Chasing Mavericks,2012,"['Biography', 'Drama', 'Sport']",Michael Apted,Kario Salem,"['Gerard Butler', 'Jonny Weston', 'Elisabeth Shue']",English,USA,116,5800000
Hannah Montana: The Movie,2009,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",Peter Chelsom,Dan Berendsen,"['Miley Cyrus', 'Billy Ray Cyrus', 'Emily Osment']",English,USA,102,79478344
Desierto,2015,"['Drama', 'Thriller']",Jonas Cuaron,Jonas Cuaron,"['Gael Garcia Bernal', 'Jeffrey Dean Morgan', 'Alondra Hidalgo']",Spanish,Mexico,88,1969105
The Ugly Truth,2009,"['Comedy', 'Romance']",Robert Luketic,Nicole Eastman,"['Katherine Heigl', 'Gerard Butler', 'Bree Turner']",English,USA,96,88915214
Ruby Sparks,2012,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Jonathan Dayton,Zoe Kazan,"['Paul Dano', 'Zoe Kazan', 'Chris Messina']",English,USA,104,2535819
21 & Over,2013,['Comedy'],Jon Lucas,Jon Lucas,"['Miles Teller', 'Skylar Astin', 'Justin Chon']",English,USA,93,25675765
Eyes Wide Open,2009,"['Drama', 'Romance']",Haim Tabakman,Merav Doster,"['Zohar Shtrauss', 'Ran Danker', 'Tinkerbell']",Hebrew,Israel,91,463914
The Lego Movie,2014,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Phil Lord,Phil Lord,"['Will Arnett', 'Elizabeth Banks', 'Craig Berry']",English,Australia,100,244870202
New York,2009,"['Crime', 'Drama', 'Thriller']",Kabir Khan,Aditya Chopra,"['John Abraham', 'Katrina Kaif', 'Neil Nitin Mukesh']",Hindi,India,153,981866
Violet & Daisy,2011,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Geoffrey Fletcher,Geoffrey Fletcher,"['Saoirse Ronan', 'Alexis Bledel', 'James Gandolfini']",English,USA,88,9982
If I Were You,2012,"['Comedy', 'Drama']",Joan Carr-Wiggin,Joan Carr-Wiggin,"['Marcia Gay Harden', 'Leonor Watling', 'Joseph Kell']",English,UK,115,9222
Damsels in Distress,2011,"['Comedy', 'Drama', 'Romance']",Whit Stillman,Whit Stillman,"['Greta Gerwig', 'Carrie MacLemore', 'Megalyn Echikunwoke']",English,USA,99,1007535
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,"['Animation', 'Adventure', 'Comedy', 'Family', 'Musical', 'Sci-Fi']",Mike Nawrocki,Phil Vischer,"['Phil Vischer', 'Mike Nawrocki', 'Cam Clarke']",English,USA,85,12701880
"Peace, Love & Misunderstanding",2011,"['Comedy', 'Drama', 'Music', 'Romance']",Bruce Beresford,Christina Mengert,"['Kyle MacLachlan', 'Catherine Keener', 'Joseph Dunn']",English,USA,96,539896
Danny Collins,2015,"['Biography', 'Comedy', 'Drama', 'Music']",Dan Fogelman,Dan Fogelman,"['Al Pacino', 'Annette Bening', 'Jennifer Garner']",English,USA,106,4242318
Precious,2009,['Drama'],Lee Daniels,Geoffrey Fletcher,"['Gabourey Sidibe', 'MoNique', 'Paula Patton']",English,USA,110,47536959
Chaar Sahibzaade,2014,"['Animation', 'History']",Harry Baweja,Harry Baweja,['Om Puri'],Panjabi,India,135,791777
The Perfect Guy,2015,"['Drama', 'Thriller']",David M. Rosenthal,Alan B. McElroy,"['Sanaa Lathan', 'Michael Ealy', 'Morris Chestnut']",English,USA,100,45000926
Fidelio: Alice's Odyssey,2014,"['Drama', 'Romance']",Lucie Borleteau,Lucie Borleteau,"['Ariane Labed', 'Melvil Poupaud', 'Anders Danielsen Lie']",French,France,97,2977
Into Eternity: A Film for the Future,2010,['Documentary'],Michael Madsen,Michael Madsen,"['Carl Reinhold Brakenhjelm', 'Mikael Jensen', 'Berit Lundqvist']",English,Denmark,75,33046
Harry Potter and the Deathly Hallows: Part 1,2010,"['Adventure', 'Fantasy', 'Mystery']",David Yates,Steve Kloves,"['Bill Nighy', 'Emma Watson', 'Richard Griffiths']",English,UK,146,294980434
V/H/S,2012,"['Horror', 'Thriller']",Matt Bettinelli-Olpin,Brad Miska,"['Calvin Reeder', 'Lane Hughes', 'Kentucker Audley']",English,USA,116,68296
Unconditional Love,2012,"['Drama', 'Thriller']",Bryn Higgins,Sukey Fisher,"['Christian Cooke', 'Harry McEntire', 'Madeleine Clark']",English,UK,92,1000000
Seeking Justice,2011,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Roger Donaldson,Todd Hickey,"['Nicolas Cage', 'January Jones', 'Guy Pearce']",English,USA,105,410819
The Runaways,2010,"['Biography', 'Drama', 'Music']",Floria Sigismondi,Floria Sigismondi,"['Kristen Stewart', 'Dakota Fanning', 'Michael Shannon']",English,USA,106,3600000
God's Pocket,2014,"['Crime', 'Drama']",John Slattery,Peter Dexter,"['Christina Hendricks', 'Philip Seymour Hoffman', 'Eddie Marsan']",English,USA,88,97040
A Matter of Faith,2014,['Drama'],Rich Christiano,Dave Christiano,"['Jordan Trovillion', 'Jay Pickett', 'Harry Anderson']",English,USA,89,660659
Top Spin,2014,['Documentary'],Sara Newens,unknown,"['Ariel Hsing', 'Michael Landers', 'Lily Zhang']",English,USA,80,5858
The Haunting of Molly Hartley,2008,"['Drama', 'Horror', 'Thriller']",Mickey Liddell,John Travis,"['Haley Bennett', 'Jake Weber', 'Chace Crawford']",English,USA,82,13350177
Oddball and the Penguins,2015,"['Adventure', 'Family']",Stuart McDonald,Peter Ivan,"['Shane Jacobson', 'Sarah Snook', 'Alan Tudyk']",English,Australia,95,6709509
The Punk Singer,2013,"['Documentary', 'Biography', 'Music']",Sini Anderson,unknown,"['Kathleen Hanna', 'Tammy Rae Carland', 'Kathryn Wilcox']",English,USA,81,121418
Populaire,2012,"['Comedy', 'Romance', 'Sport']",Regis Roinsard,Regis Roinsard,"['Romain Duris', 'Deborah Francois', 'Berenice Bejo']",French,France,111,119375
Wild City,2015,"['Action', 'Crime', 'Thriller']",Ringo Lam,Ringo Lam,"['Louis Koo', 'Shawn Yue', 'Liya Tong']",Cantonese,Hong Kong,120,17181
Sweetgrass,2009,"['Documentary', 'Adventure', 'Western']",Ilisa Barbash,unknown,['unknown'],English,France,101,207473
Inequality for All,2013,['Documentary'],Jacob Kornbluth,unknown,"['Lily Tomlin', 'Candice Bergen', 'Dolly Parton']",English,USA,89,1205079
The Hundred-Foot Journey,2014,"['Comedy', 'Drama']",Lasse Hallstrom,Steven Knight,"['Helen Mirren', 'Om Puri', 'Manish Dayal']",English,USA,122,46214579
Knowing,2009,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Alex Proyas,Ryne Douglas Pearson,"['Nicolas Cage', 'Chandler Canterbury', 'Rose Byrne']",English,USA,121,79948113
Battleship,2012,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Peter Berg,Jon Hoeber,"['Taylor Kitsch', 'Alexander Skarsgard', 'Rihanna']",English,USA,131,65173160
What Just Happened,2008,"['Comedy', 'Drama']",Barry Levinson,Art Linson,"['Robert De Niro', 'Sean Penn', 'Catherine Keener']",English,USA,104,1043419
Bruno,2009,['Comedy'],Larry Charles,Sacha Baron Cohen,"['Sacha Baron Cohen', 'Gustaf Hammarsten', 'Clifford Banagale']",English,USA,81,59992760
Rust and Bone,2012,"['Drama', 'Romance']",Jacques Audiard,Jacques Audiard,"['Marion Cotillard', 'Matthias Schoenaerts', 'Armand Verdure']",French,France,120,1900000
Dirty Wars,2013,"['Documentary', 'Crime', 'Drama', 'Mystery', 'War']",Rick Rowley,David Riker,"['Nasser Al Aulaqi', 'Saleha Al Aulaqi', 'Muqbal Al Kazemi']",English,USA,87,365604
The Oxford Murders,2008,"['Crime', 'Mystery', 'Thriller']",Alex de la Iglesia,Alex de la Iglesia,"['Elijah Wood', 'John Hurt', 'Leonor Watling']",English,Spain,104,3607
Take Me to the River,2015,['Drama'],Matt Sobel,Matt Sobel,"['Logan Miller', 'Robin Weigert', 'Josh Hamilton']",English,USA,84,27938
Tevar,2015,"['Action', 'Drama', 'Romance', 'Thriller']",Amit Ravindernath Sharma,Gunasekhar,"['Arjun Kapoor', 'Sonakshi Sinha', 'Manoj Bajpayee']",Hindi,India,157,234207
The Island President,2011,['Documentary'],Jon Shenk,unknown,['Mohamed Nasheed'],English,USA,101,75233
Meet the Mormons,2014,['Documentary'],Blair Treu,unknown,"['Jermaine Sullivan', 'Ken Niumatalolo', 'Carolina Munoz Marin']",English,USA,78,5833665
Into the White,2012,"['Action', 'Biography', 'Drama', 'History', 'War']",Petter Naess,Ole Meldgaard,"['Florian Lukas', 'David Kross', 'Stig Henrik Hoff']",English,Norway,104,477
Flight,2012,"['Drama', 'Thriller']",Robert Zemeckis,John Gatins,"['Nadine Velazquez', 'Denzel Washington', 'Carter Cabassa']",English,USA,138,89400000
Elles,2011,['Drama'],Malgorzata Szumowska,Tine Byrckel,"['Juliette Binoche', 'Anais Demoustier', 'Joanna Kulig']",French,France,99,157427
Sleeping Beauty,2011,"['Drama', 'Romance', 'Thriller']",Julia Leigh,Yasunari Kawabata,"['Bridgette Barrett', 'Rachael Blake', 'Hannah Bella Bowden']",English,Australia,101,21236
Planes,2013,"['Animation', 'Adventure', 'Comedy', 'Family']",Klay Hall,John Lasseter,"['Dane Cook', 'Stacy Keach', 'Brad Garrett']",English,USA,91,71270759
Bel Ami,2012,"['Drama', 'History', 'Romance']",Declan Donnellan,Guy de Maupassant,"['Robert Pattinson', 'Uma Thurman', 'Kristin Scott Thomas']",English,UK,102,803761
Aloha,2015,"['Comedy', 'Drama', 'Romance']",Cameron Crowe,Cameron Crowe,"['Bradley Cooper', 'Emma Stone', 'Rachel McAdams']",English,USA,105,15669178
Jayne Mansfield's Car,2012,['Drama'],Billy Bob Thornton,Billy Bob Thornton,"['Robert Duvall', 'John Hurt', 'Billy Bob Thornton']",English,USA,122,14276
Grace Unplugged,2013,"['Drama', 'Music']",Brad J. Silverman,Brad J. Silverman,"['AJ Michalka', 'James Denton', 'Kevin Pollak']",English,USA,102,2507106
Luv Shuv Tey Chicken Khurana,2012,['Comedy'],Sameer Sharma,Sumit Batheja,"['Kunal Kapoor', 'Huma Qureshi', 'Vinod Nagpal']",Hindi,India,140,140057
Cyrus,2010,"['Comedy', 'Drama', 'Romance']",Jay Duplass,Mark Duplass,"['John C. Reilly', 'Jonah Hill', 'Marisa Tomei']",English,USA,91,7455447
Her,2013,"['Drama', 'Romance', 'Sci-Fi']",Spike Jonze,Spike Jonze,"['Joaquin Phoenix', 'Lynn Adrianna', 'Lisa Renee Pitts']",English,USA,126,17901029
Filth,2013,"['Comedy', 'Crime', 'Drama']",Jon S. Baird,Jon S. Baird,"['James McAvoy', 'Jamie Bell', 'Eddie Marsan']",English,UK,97,23145
The Pyramid,2014,"['Action', 'Adventure', 'Horror', 'Thriller']",Gregory Levasseur,Daniel Meersand,"['Ashley Hinshaw', 'Denis OHare', 'James Buckley']",English,USA,89,2325230
Body of Lies,2008,"['Action', 'Drama', 'Thriller']",Ridley Scott,William Monahan,"['Leonardo DiCaprio', 'Russell Crowe', 'Mark Strong']",English,USA,128,39380442
Hit and Run,2012,"['Action', 'Comedy', 'Romance']",David Palmer,Dax Shepard,"['Kristen Bell', 'Dax Shepard', 'Tom Arnold']",English,USA,100,13600000
The Lone Ranger,2013,"['Action', 'Adventure', 'Western']",Gore Verbinski,Justin Haythe,"['Johnny Depp', 'Armie Hammer', 'William Fichtner']",English,USA,150,89289910
Miracle at St. Anna,2008,"['Action', 'Drama', 'War']",Spike Lee,James McBride,"['Derek Luke', 'Michael Ealy', 'Laz Alonso']",English,USA,160,7756328
Ai Weiwei: The Fake Case,2013,"['Documentary', 'Drama']",Andreas Johnsen,Andreas Johnsen,"['Lao Ai', 'Jerome A. Cohen', 'Yunchang He']",Mandarin,Denmark,86,24134
Management,2008,"['Comedy', 'Drama', 'Romance']",Stephen Belber,Stephen Belber,"['Jennifer Aniston', 'Steve Zahn', 'Margo Martindale']",English,USA,94,809787
The Warring States,2011,"['Drama', 'War']",Chen Jin,Jie Shen,"['Tian Jing', 'Honglei Sun', 'Hee-seon Kim']",Mandarin,China,125,67991
Couples Retreat,2009,['Comedy'],Peter Billingsley,Jon Favreau,"['Vince Vaughn', 'Jason Bateman', 'Faizon Love']",English,USA,113,109176215
Seven Psychopaths,2012,"['Comedy', 'Crime']",Martin McDonagh,Martin McDonagh,"['Michael Pitt', 'Michael Stuhlbarg', 'Sam Rockwell']",English,UK,110,15000000
Bang Bang,2014,"['Action', 'Adventure', 'Comedy', 'Thriller']",Siddharth Anand,Sujoy Ghosh,"['Hrithik Roshan', 'Katrina Kaif', 'Pavan Malhotra']",Hindi,India,153,2681879
The Dead Lands,2014,"['Action', 'Adventure']",Toa Fraser,Glenn Standring,"['James Rolleston', 'Lawrence Makoare', 'Te Kohe Tuhaka']",Maori,New Zealand,107,12040
The Sacrament,2013,"['Horror', 'Thriller']",Ti West,Ti West,"['Joe Swanberg', 'AJ Bowen', 'Kentucker Audley']",English,USA,99,4475
Valkyrie,2008,"['Drama', 'History', 'Thriller', 'War']",Bryan Singer,Christopher McQuarrie,"['Tom Cruise', 'Kenneth Branagh', 'Bill Nighy']",English,USA,121,82989109
Redwood Highway,2013,['Drama'],Gary Lundgren,Gary Lundgren,"['Shirley Knight', 'Tom Skerritt', 'Danforth Comins']",English,USA,90,132297
Humshakals,2014,['Comedy'],Sajid Khan,Sajid Khan,"['Saif Ali Khan', 'Riteish Deshmukh', 'Ram Kapoor']",Hindi,India,159,129181
Year One,2009,"['Adventure', 'Comedy']",Harold Ramis,Harold Ramis,"['Jack Black', 'Michael Cera', 'Oliver Platt']",English,USA,97,43337279
Not Fade Away,2012,['Drama'],David Chase,David Chase,"['John Magaro', 'Jack Huston', 'Will Brill']",English,USA,112,605747
Coming Through the Rye,2015,['Drama'],James Steven Sadwith,James Steven Sadwith,"['Alex Wolff', 'Stefania LaVie Owen', 'Chris Cooper']",English,USA,97,4000
Avengers: Age of Ultron,2015,"['Action', 'Adventure', 'Sci-Fi']",Joss Whedon,Joss Whedon,"['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo']",English,USA,141,429113729
Every Little Step,2008,"['Documentary', 'Music']",Adam Del Deo,unknown,"['German Alexander', 'Bob Avian', 'Justin Bellero']",English,USA,96,1528106
Spring,2014,"['Horror', 'Romance', 'Sci-Fi']",Justin Benson,Justin Benson,"['Lou Taylor Pucci', 'Nadia Hilker', 'Francesco Carnelutti']",English,USA,109,29975
Nebraska,2013,"['Adventure', 'Comedy', 'Drama']",Alexander Payne,Bob Nelson,"['Bruce Dern', 'Will Forte', 'June Squibb']",English,USA,115,11348612
Foxcatcher,2014,"['Biography', 'Drama', 'Sport']",Bennett Miller,E. Max Frye,"['Steve Carell', 'Channing Tatum', 'Mark Ruffalo']",English,USA,134,9744477
The Longshots,2008,"['Biography', 'Comedy', 'Drama', 'Family', 'Sport']",Fred Durst,Nick Santora,"['Ice Cube', 'Keke Palmer', 'Tasha Smith']",English,USA,94,11389715
Chance Pe Dance,2010,"['Comedy', 'Drama', 'Musical', 'Romance']",Ken Ghosh,Nupur Asthana,"['Shahid Kapoor', 'Genelia DSouza', 'Mohnish Bahl']",Hindi,India,122,130160
About Time,2013,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",Richard Curtis,Richard Curtis,"['Domhnall Gleeson', 'Rachel McAdams', 'Bill Nighy']",English,UK,123,18472384
How to Train Your Dragon,2010,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Dean DeBlois,William Davies,"['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson']",English,USA,98,216900000
Paan Singh Tomar,2012,"['Action', 'Biography', 'Crime']",Tigmanshu Dhulia,Sanjay Chauhan,"['Irrfan Khan', 'Ravi Bhushan Bhartiya', 'Hemendra Dandotiya']",Hindi,India,135,39567
13 Minutes,2015,"['Biography', 'Drama', 'War']",Oliver Hirschbiegel,Leonie-Claire Breinersdorfer,"['Christian Friedel', 'Katharina Schuttler', 'Burghart Klaussner']",German,Germany,114,160450
Hesher,2010,"['Comedy', 'Drama']",Spencer Susser,Spencer Susser,"['Joseph Gordon-Levitt', 'Devin Brochu', 'Rainn Wilson']",English,USA,106,300000
Predestination,2014,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Michael Spierig,Michael Spierig,"['Ethan Hawke', 'Sarah Snook', 'Christopher Kirby']",English,Australia,97,201560
Step Brothers,2008,['Comedy'],Adam McKay,Will Ferrell,"['Will Ferrell', 'John C. Reilly', 'Mary Steenburgen']",English,USA,98,100468793
Pawn Shop Chronicles,2013,"['Action', 'Comedy', 'Crime']",Wayne Kramer,Adam Minarovich,"['Paul Walker', 'Matt Dillon', 'Brendan Fraser']",English,USA,112,4915
Death of a Gentleman,2015,['Documentary'],Johnny Blank,Sam Collins,"['Jonathan Agnew', 'David Becker', 'Ian Chappell']",English,UK,99,872092
Ill Manors,2012,"['Crime', 'Drama']",Plan B,Plan B,"['Riz Ahmed', 'Ed Skrein', 'Lee Allen']",English,UK,121,256288
Watchers of the Sky,2014,"['Documentary', 'Biography', 'History']",Edet Belzberg,Samantha Power,"['Benjamin Ferencz', 'Raphael Lemkin', 'Matt Mitler']",English,USA,120,19081
Matching Jack,2010,['Drama'],Nadia Tass,Lynne Renew,"['Jacinda Barrett', 'Richard Roxburgh', 'Tom Russell']",English,Australia,99,258011
Happythankyoumoreplease,2010,"['Comedy', 'Drama', 'Romance']",Josh Radnor,Josh Radnor,"['Malin Akerman', 'Michael Algieri', 'Bram Barouh']",English,USA,100,215576
The Haunting in Connecticut,2009,"['Drama', 'Horror', 'Mystery', 'Thriller']",Peter Cornwell,Adam Simon,"['Virginia Madsen', 'Kyle Gallner', 'Elias Koteas']",English,USA,92,55325526
The Grey,2011,"['Action', 'Adventure', 'Drama', 'Thriller']",Joe Carnahan,Joe Carnahan,"['Liam Neeson', 'Frank Grillo', 'Dermot Mulroney']",English,USA,117,51533608
Chernobyl Diaries,2012,"['Horror', 'Mystery', 'Thriller']",Bradley Parker,Oren Peli,"['Ingrid Bolso Berdal', 'Dimitri Diatchenko', 'Olivia Taylor Dudley']",English,USA,86,18100000
From Afar,2015,"['Drama', 'Romance']",Lorenzo Vigas,Lorenzo Vigas,"['Alfredo Castro', 'Luis Silva', 'Jerico Montilla']",Spanish,Venezuela,93,30108
Hamlet 2,2008,"['Comedy', 'Music']",Andrew Fleming,Pam Brady,"['Steve Coogan', 'Catherine Keener', 'Joseph Julian Soria']",English,USA,92,4784111
The Losers,2010,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",Sylvain White,Peter Berg,"['Jeffrey Dean Morgan', 'Zoe Saldana', 'Chris Evans']",English,USA,97,23400000
Of Mind and Music,2014,"['Drama', 'Music']",Richie Adams,Richie Adams,"['Joaquim de Almeida', 'Aunjanue Ellis', 'Bill Cobbs']",English,USA,98,15073
W.E.,2011,"['Drama', 'History', 'Romance']",Madonna,Madonna,"['Abbie Cornish', 'Andrea Riseborough', 'James DArcy']",English,UK,119,582075
J. Edgar,2011,"['Biography', 'Crime', 'Drama', 'History', 'Romance']",Clint Eastwood,Dustin Lance Black,"['Leonardo DiCaprio', 'Josh Hamilton', 'Geoff Pierson']",English,USA,137,37304451
Guy and Madeline on a Park Bench,2009,"['Drama', 'Musical']",Damien Chazelle,Damien Chazelle,"['Jason Palmer', 'Desiree Garcia', 'Sandha Khin']",English,USA,82,33793
The Adderall Diaries,2015,"['Crime', 'Drama', 'Thriller']",Pamela Romanowsky,Pamela Romanowsky,"['James Franco', 'Ed Harris', 'Amber Heard']",English,USA,87,11287
The Lobster,2015,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",Yorgos Lanthimos,Yorgos Lanthimos,"['Jacqueline Abrahams', 'Roger Ashton-Griffiths', 'Jessica Barden']",English,Ireland,119,9078073
A Little Chaos,2014,"['Drama', 'Romance']",Alan Rickman,Jeremy Brock,"['Thomas Allam', 'Alan Rickman', 'Hope Hancock']",English,UK,112,551609
Labor Day,2013,"['Drama', 'Romance']",Jason Reitman,Jason Reitman,"['Kate Winslet', 'Josh Brolin', 'Gattlin Griffith']",English,USA,111,13362308
Space Chimps,2008,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Kirk DeMicco,Kirk DeMicco,"['Andy Samberg', 'Cheryl Hines', 'Jeff Daniels']",English,USA,81,29942542
The Artist,2011,"['Comedy', 'Drama', 'Romance']",Michel Hazanavicius,Michel Hazanavicius,"['Jean Dujardin', 'Berenice Bejo', 'John Goodman']",English,France,100,44667095
American Teacher,2011,"['Documentary', 'Biography', 'History']",Vanessa Roth,unknown,"['Erik Benner', 'Neil Cavuto', 'Matt Damon']",English,USA,81,32280
Stations of the Cross,2014,['Drama'],Dietrich Bruggemann,Anna Bruggemann,"['Lea van Acken', 'Franziska Weisz', 'Florian Stetter']",German,Germany,110,159
Parkland,2013,"['Drama', 'History', 'Mystery', 'Thriller']",Peter Landesman,Peter Landesman,"['Marcia Gay Harden', 'Matt Barr', 'Zac Efron']",English,USA,93,652355
The Hunter,2011,"['Adventure', 'Drama', 'Thriller']",Daniel Nettheim,Alice Addison,"['Willem Dafoe', 'Frances OConnor', 'Sam Neill']",English,Australia,100,176432
Bjork: Biophilia Live,2014,"['Documentary', 'Music']",Nick Fenton,unknown,"['David Attenborough', 'Bjork']",English,UK,97,127754
The Perfect Host,2010,"['Comedy', 'Crime', 'Thriller']",Nick Tomnay,Nick Tomnay,"['David Hyde Pierce', 'Clayne Crawford', 'Tyrees Allen']",English,USA,93,48289
The Salt of the Earth,2014,"['Documentary', 'Biography', 'History']",Juliano Ribeiro Salgado,Wim Wenders,"['Sebastiao Salgado', 'Wim Wenders', 'Lelia Wanick Salgado']",French,France,110,744582
The Lucky One,2012,"['Drama', 'Romance']",Scott Hicks,Will Fetters,"['Zac Efron', 'Taylor Schilling', 'Blythe Danner']",English,USA,101,60443237
CSNY/Deja Vu,2008,"['Documentary', 'Music']",Neil Young,Mike Cerre,"['David Crosby', 'Stephen Stills', 'Graham Nash']",English,USA,96,32910
