Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Drew: The Man Behind the Poster,2013,Documentary,Erik Sharkey,Greg Boas,Drew Struzan,English,USA,97,3078
Eye in the Sky,2015,Drama,Gavin Hood,Guy Hibbert,Faisa Hassan,Somali,UK,102,16641379
Wreck-It Ralph,2012,Animation,Rich Moore,Rich Moore ,John C. Reilly,English,USA,101,189412677
A Serious Man,2009,Comedy,Ethan Coen,Joel Coen,Michael Stuhlbarg,English,USA,106,9190525
Underworld: Blood Wars,2016,Action,Anna Foerster,Cory Goodman ,Kate Beckinsale,English,USA,91,30348260
The Green Inferno,2013,Adventure,Eli Roth,Guillermo Amoedo ,Lorenza Izzo,English,USA,100,7154957
Stop-Loss,2008,Drama,Kimberly Peirce,Mark Richard,Ryan Phillippe,English,USA,112,10796776
African Cats,2011,Documentary,Keith Scholey,Keith Scholey ,Samuel L. Jackson,English,USA,89,15415270
The Other Son,2012,Drama,Lorraine Levy,Noam Fitoussi ,Emmanuelle Devos,French,France,105,844112
That Awkward Moment,2014,Comedy,Tom Gormican,Tom Gormican,Zac Efron,English,USA,94,23264422
Woodshock,2017,Drama,Kate Mulleavy,Kate Mulleavy,Kirsten Dunst,English,USA,100,41126
Raavanan,2010,Action,Mani Ratnam,Mani Ratnam ,Vikram,Tamil,India,128,480703
Being Charlie,2015,Drama,Rob Reiner,Nick Reiner ,Nick Robinson,English,USA,97,11872
Revenge of the Electric Car,2011,Documentary,Chris Paine,P.G. Morgan,Tim Robbins,English,USA,90,150307
The September Issue,2009,Documentary,R.J. Cutler,unknown,Thakoon Panichgul,English,USA,90,3670036
Phantom Thread,2017,Drama,Paul Thomas Anderson,Paul Thomas Anderson,Vicky Krieps,English,USA,130,947190
Snitch,2013,Action,Ric Roman Waugh,Justin Haythe,Dwayne Johnson,English,USA,112,42908315
Ek Tha Tiger,2012,Action,Kabir Khan,Aditya Chopra,Salman Khan,Hindi,India,132,2437447
Corman's World: Exploits of a Hollywood Rebel,2011,Documentary,Alex Stapleton,Alex Stapleton ,Paul W.S. Anderson,English,USA,95,7000
Land of the Lost,2009,Adventure,Brad Silberling,Chris Henchy,Will Ferrell,English,USA,102,49392095
Cheri,2009,Comedy,Stephen Frears,Christopher Hampton,Michelle Pfeiffer,English,UK,86,2643292
Coraline,2009,Animation,Henry Selick,Henry Selick ,Dakota Fanning,English,USA,100,75169351
Out of the Furnace,2013,Crime,Scott Cooper,Brad Ingelsby,Woody Harrelson,English,UK,116,8314341
Post Mortem,2010,Drama,Pablo Larrain,Eliseo Altunaga ,Alfredo Castro,Spanish,Chile,98,2576
Snitch,2013,Action,Ric Roman Waugh,Justin Haythe,Dwayne Johnson,English,USA,112,42908315
The Boss Baby,2017,Animation,Tom McGrath,Michael McCullers,Alec Baldwin,English,USA,97,174996080
Shaolin,2011,Action,Benny Chan,Alan Yuen ,Shaoqun Yu,Mandarin,Hong Kong,131,42256
Don't Breathe,2016,Crime,Fede Alvarez,Fede Alvarez,Stephen Lang,English,USA,88,89210468
The Watch,2012,Action,Akiva Schaffer,Jared Stern,Ben Stiller,English,USA,102,34100000
Cheerful Weather for the Wedding,2012,Comedy,Donald Rice,Mary Henely-Magill ,Elizabeth McGovern,English,UK,89,1949
Army of Crime,2009,Drama,Robert Guediguian,Serge Le Peron ,Simon Abkarian,French,France,139,35416
Vettai,2012,Action,N. Linguswamy,N. Linguswamy,Arya,Tamil,India,150,198192
Snow White and the Huntsman,2012,Action,Rupert Sanders,Evan Daugherty ,Kristen Stewart,English,USA,127,155081785
"Crazy, Stupid, Love.",2011,Comedy,Glenn Ficarra,Dan Fogelman,Steve Carell,English,USA,118,83300000
Melancholia,2011,Drama,Lars von Trier,Lars von Trier,Kirsten Dunst,English,Denmark,135,2900000
Piranha 3D,2010,Comedy,Alexandre Aja,Pete Goldfinger,Richard Dreyfuss,English,USA,88,24900000
Admission,2013,Comedy,Paul Weitz,Karen Croner ,Tina Fey,English,USA,107,18000000
The Collection,2012,Horror,Marcus Dunstan,Patrick Melton,Josh Stewart,English,USA,82,6842058
Cong cong na nian,2014,Drama,Yibai Zhang,Han Li,Eddie Peng,Chinese,China,119,562523
Contemporary Color,2016,Documentary,Bill Ross IV,unknown,Simon Bennett,English,USA,97,15275
Ai Weiwei: Never Sorry,2012,Documentary,Alison Klayman,Alison Klayman,Weiwei Ai,English,USA,91,500000
In the Loop,2009,Comedy,Armando Iannucci,Jesse Armstrong ,Peter Capaldi,English,UK,106,2251324
The Watch,2012,Action,Akiva Schaffer,Jared Stern,Ben Stiller,English,USA,102,34100000
Last Night,2010,Drama,Massy Tadjedin,Massy Tadjedin,Keira Knightley,English,USA,93,100000
Eddie the Eagle,2015,Biography,Dexter Fletcher,Sean Macaulay ,Tom Costello,English,UK,106,20047049
Fanboys,2009,Adventure,Kyle Newman,Ernest Cline ,Sam Huntington,English,USA,90,700000
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Comedy,Miguel Arteta,Rob Lieber ,Steve Carell,English,USA,81,56752482
Haute Cuisine,2012,Biography,Christian Vincent,Etienne Comar ,Catherine Frot,French,France,95,134515
Hellboy II: The Golden Army,2008,Action,Guillermo del Toro,Guillermo del Toro ,Ron Perlman,English,USA,120,75754670
Struck by Lightning,2012,Comedy,Brian Dannelly,Chris Colfer,Rebel Wilson,English,USA,90,100000
Changeling,2008,Biography,Clint Eastwood,J. Michael Straczynski,Angelina Jolie,English,USA,141,35707327
La Boda de Valentina,2018,Comedy,Marco Polo Constandse,Beto Gomez ,Kate Vernon,Spanish,Mexico,107,2675608
Locke,2013,Drama,Steven Knight,Steven Knight,Tom Hardy,English,UK,85,1326469
Blackfish,2013,Documentary,Gabriela Cowperthwaite,Gabriela Cowperthwaite,Tilikum,English,USA,83,1279789
Ivory Tower,2014,Documentary,Andrew Rossi,Andrew Rossi,Elizabeth Armstrong,English,USA,90,99555
America: Imagine the World Without Her,2014,Documentary,Dinesh D'Souza,Dinesh D'Souza,Dinesh D'Souza,English,USA,105,14438086
Machine Gun Preacher,2011,Action,Marc Forster,Jason Keller,Gerard Butler,English,USA,129,400000
A Fantastic Woman,2017,Drama,Sebastian Lelio,Sebastian Lelio ,Daniela Vega,Spanish,Chile,104,806746
Everest,2015,Action,Baltasar Kormakur,William Nicholson ,Jason Clarke,English,UK,121,46529055
How to Survive a Plague,2012,Documentary,David France,David France,Ed Koch,English,USA,110,122665
After Tiller,2013,Documentary,Martha Shane,Greg O'Toole,George Tiller,English,USA,85,66275
The Comedian,2016,Comedy,Taylor Hackford,Art Linson ,Robert De Niro,English,USA,120,1658706
The Drop,2014,Crime,Michael R. Roskam,Dennis Lehane ,Tom Hardy,English,USA,106,8709169
The Heir Apparent: Largo Winch,2008,Action,Jerome Salle,Julien Rappeneau ,Tomer Sisley,French,France,108,32060
Joy,2015,Drama,David O. Russell,David O. Russell ,Jennifer Lawrence,English,USA,124,42581369
Lila & Eve,2015,Crime,Charles Stone III,Pat Gilfillan,Jennifer Lopez,English,USA,94,21806
I Spit on Your Grave,2010,Horror,Steven R. Monroe,Adam Rockoff ,Sarah Butler,English,USA,108,92401
This Means War,2012,Action,McG,Timothy Dowling ,Reese Witherspoon,English,USA,103,54758461
45 Years,2015,Drama,Andrew Haigh,Andrew Haigh,Charlotte Rampling,English,UK,91,3489919
Sanam Teri Kasam,2016,Drama,Radhika Rao,Radhika Rao,Harshvardhan Rane,Hindi,India,154,22121
Fifty Shades of Grey,2015,Drama,Sam Taylor-Johnson,Kelly Marcel ,Dakota Johnson,English,USA,125,189859585
Act of Valor,2012,Action,Mike McCoy,Kurt Johnstad,Rorke Denver,English,USA,110,65800000
Agneepath,2012,Action,Karan Malhotra,Ila Bedi Dutta ,Hrithik Roshan,Hindi,India,174,1973574
Zootopia,2016,Animation,Byron Howard,Byron Howard ,Ginnifer Goodwin,English,USA,108,341264012
Warriors of the Dawn,2017,Adventure,Yoon-chul Chung,unknown,Jung-jae Lee,Korean,South Korea,130,75252
My Sister's Keeper,2009,Drama,Nick Cassavetes,Jeremy Leven ,Abigail Breslin,English,USA,109,49069310
Bicycling with Moliere,2013,Comedy,Philippe Le Guay,Fabrice Luchini ,Fabrice Luchini,French,France,104,37419
The Brand New Testament,2015,Comedy,Jaco Van Dormael,Thomas Gunzig ,Pili Groyne,French,Belgium,114,89182
Black or White,2014,Drama,Mike Binder,Mike Binder,Kevin Costner,English,USA,121,15504419
Beach Rats,2017,Drama,Eliza Hittman,Eliza Hittman,Harris Dickinson,English,USA,98,457847
Money for Nothing: Inside the Federal Reserve,2013,Documentary,Jim Bruce,Jim Bruce,Liev Schreiber,English,USA,104,13720
Blitz,2011,Action,Elliott Lester,Nathan Parker ,Jason Statham,English,UK,97,266148
Submarine,2010,Comedy,Richard Ayoade,Richard Ayoade,Noah Taylor,English,UK,97,400000
Rules Don't Apply,2016,Comedy,Warren Beatty,Warren Beatty ,Steve Tom,English,USA,127,3647836
Sabotage,2014,Action,David Ayer,Skip Woods,Arnold Schwarzenegger,English,USA,109,8125131
Child 44,2015,Crime,Daniel Espinosa,Richard Price ,Xavier Atkins,English,Czech Republic,137,1314609
Sisters,2015,Comedy,Jason Moore,Paula Pell,Amy Poehler,English,USA,118,66652373
Bonsai,2011,Drama,Cristian Jimenez,Cristian Jimenez,Diego Noguera,Spanish,Chile,95,21163
Dolphin Tale,2011,Drama,Charles Martin Smith,Karen Janszen,Harry Connick Jr.,English,Canada,113,65099999
Paths of the Soul,2015,Drama,Yang Zhang,Yang Zhang,unknown,Tibetan,China,115,28184
Battle of the Year,2013,Drama,Benson Lee,Brin Hill,Josh Holloway,English,USA,110,8888355
Desi Boyz,2011,Comedy,Rohit Dhawan,Rohit Dhawan ,Akshay Kumar,Hindi,India,122,1066167
Shout Gladi Gladi,2015,Documentary,Adam Friedman,Iain Kennedy,Chris Baker-Brian,English,USA,100,5046
Starry Starry Night,2011,Drama,Tom Lin,Jimmy Liao ,Jiao Xu,Mandarin,Taiwan,99,4375
Kapoor & Sons,2016,Comedy,Shakun Batra,Shakun Batra,Sidharth Malhotra,Hindi,India,132,2261473
The Christmas Candle,2013,Drama,John Stephenson,Max Lucado ,Hans Matheson,English,UK,100,2209479
Prince of Broadway,2008,Drama,Sean Baker,Sean Baker,Prince Adu,English,USA,100,20450
The Skyjacker's Tale,2016,Documentary,Jamie Kastner,Jamie Kastner,Ishmael Muslim Ali,English,Canada,75,6253
Going the Distance,2010,Comedy,Nanette Burstein,Geoff LaTulippe,Drew Barrymore,English,USA,102,17797316
Exporting Raymond,2010,Documentary,Philip Rosenthal,Philip Rosenthal,Philip Rosenthal,Russian,USA,86,83894
Romeo & Juliet,2013,Drama,Carlo Carlei,Julian Fellowes ,Damian Lewis,English,UK,113,1161089
Couples Retreat,2009,Comedy,Peter Billingsley,Jon Favreau,Vince Vaughn,English,USA,113,109176215
Jupiter Ascending,2015,Action,Lana Wachowski,Lilly Wachowski,Mila Kunis,English,USA,127,43733037
Drag Me to Hell,2009,Horror,Sam Raimi,Sam Raimi,Alison Lohman,English,USA,99,42100000
Birth of the Dragon,2016,Action,George Nolfi,Stephen J. Rivele,Yu Xia,English,China,95,6895695
The Fate of the Furious,2017,Action,F. Gary Gray,Gary Scott Thompson ,Vin Diesel,English,China,136,225697400
Amira & Sam,2014,Comedy,Sean Mullin,Sean Mullin,Martin Starr,English,USA,90,31849
Kill Dil,2014,Action,Shaad Ali,Nitesh Tiwari ,Ranveer Singh,Hindi,India,127,98105
Whose Streets?,2017,Documentary,Sabaah Folayan,Sabaah Folayan,Lezley McSpadden,English,USA,90,180214
First Position,2011,Documentary,Bess Kargman,unknown,Aran Bell,English,USA,95,894471
Cezanne et Moi,2016,Biography,Daniele Thompson,Daniele Thompson ,Guillaume Canet,French,Belgium,117,257109
The City of Your Final Destination,2009,Drama,James Ivory,Ruth Prawer Jhabvala ,Nicholas Blandullo,English,USA,117,493296
Ferrari Ki Sawaari,2012,Comedy,Rajesh Mapuskar,Vidhu Vinod Chopra ,Sharman Joshi,Hindi,India,140,420046
La Rafle,2010,Drama,Rose Bosch,Rose Bosch,Jean Reno,French,France,115,212543
To Rome with Love,2012,Comedy,Woody Allen,Woody Allen,Pierluigi Marchionne,English,USA,112,16500000
The Master,2012,Drama,Paul Thomas Anderson,Paul Thomas Anderson,Joaquin Phoenix,English,USA,138,15800000
Microbe & Gasoline,2015,Adventure,Michel Gondry,Michel Gondry,Ange Dargent,French,France,105,57491
Burlesque,2010,Drama,Steve Antin,Steve Antin,Cher,English,USA,119,39440655
When Marnie Was There,2014,Animation,James Simone,Joan G. Robinson ,Sara Takatsuki,Japanese,Japan,103,463187
"Connected: An Autoblogography About Love, Death & Technology",2011,Documentary,Tiffany Shlain,Tiffany Shlain,Ken Goldberg,English,USA,82,13304
Afternoon Delight,2013,Comedy,Jill Soloway,Jill Soloway,Kathryn Hahn,English,USA,98,174496
Salmon Fishing in the Yemen,2011,Comedy,Lasse Hallstrom,Simon Beaufoy,Amr Waked,English,UK,107,4700000
The Circle,2017,Drama,James Ponsoldt,James Ponsoldt ,Emma Watson,English,United Arab Emirates,110,20476300
Straw Dogs,2011,Action,Rod Lurie,Rod Lurie ,James Marsden,English,USA,110,10324441
Jellyfish Eyes,2013,Comedy,Takashi Murakami,Takashi Murakami ,Takuto Sueoka,Japanese,Japan,101,5532
Escape Plan,2013,Action,Mikael Hafstrom,Miles Chapman ,Sylvester Stallone,English,USA,115,18645489
Disorder,2015,Drama,Alice Winocour,Alice Winocour,Matthias Schoenaerts,French,France,98,38337
Red Obsession,2013,Documentary,David Roach,David Roach,Russell Crowe,English,Australia,75,9939
The Wasted Times,2016,Drama,Er Cheng,Er Cheng,You Ge,Mandarin,China,125,239256
Route 132,2010,Drama,Louis Belanger,Louis Belanger,Francois Papineau,French,Canada,113,306103
The Selfish Giant,2013,Drama,Clio Barnard,Clio Barnard,Conner Chapman,English,UK,91,12189
The Host,2013,Action,Andrew Niccol,Andrew Niccol ,Rachel Roberts,English,USA,125,26609448
Focus,2015,Comedy,Glenn Ficarra,Glenn Ficarra,Will Smith,English,USA,105,50265541
Dough,2015,Comedy,John Goldschmidt,Jonathan Benson,Jonathan Pryce,English,UK,94,1148304
The Robber,2010,Biography,Benjamin Heisenberg,Martin Prinz ,Andreas Lust,German,Germany,101,82172
Sucker Punch,2011,Action,Zack Snyder,Zack Snyder ,Emily Browning,English,USA,110,36381716
Take This Waltz,2011,Comedy,Sarah Polley,Sarah Polley,Michelle Williams,English,Canada,116,1100000
Under the Skin,2013,Drama,Jonathan Glazer,Walter Campbell,Scarlett Johansson,English,Switzerland,108,2326121
Home Run Showdown,2015,Family,Oz Scott,Tim Cavanaugh,Kyle Kirk,English,USA,94,8824
Return,2011,Drama,Liza Johnson,Liza Johnson,Linda Cardellini,English,USA,97,6717
I Used to Be Darker,2013,Drama,Matthew Porterfield,Amy Belk ,Deragh Campbell,English,USA,89,21964
St. Vincent,2014,Comedy,Theodore Melfi,Theodore Melfi ,Bill Murray,English,USA,102,33454313
Flipped,2010,Comedy,Rob Reiner,Rob Reiner ,Madeline Carroll,English,USA,90,1752214
Terms and Conditions May Apply,2013,Documentary,Cullen Hoback,unknown,Cullen Hoback,English,USA,79,55594
Cuban Fury,2014,Comedy,James Griffiths,Jon Brown,Ben Radcliffe,English,UK,98,1926548
The Twilight Saga: Breaking Dawn - Part 2,2012,Adventure,Bill Condon,Melissa Rosenberg ,Kristen Stewart,English,USA,115,292298923
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013,Adventure,Felix Herngren,Felix Herngren ,Robert Gustafsson,Swedish,Sweden,114,694069
Something Borrowed,2011,Comedy,Luke Greenfield,Jennie Snyder Urman ,Ginnifer Goodwin,English,USA,112,39000000
Denial,2016,Biography,Mick Jackson,Deborah Lipstadt ,Rachel Weisz,English,UK,109,4060197
Stake Land,2010,Drama,Jim Mickle,Nick Damici,Connor Paolo,English,USA,98,18469
Ice Age: Collision Course,2016,Animation,Mike Thurmeier,Michael J. Wilson ,Stephanie Beatriz,English,USA,94,64060187
Mirror Mirror,2012,Adventure,Tarsem Singh,Marc Klein ,Julia Roberts,English,USA,106,64933670
Ghetto Physics,2010,Drama,William Arntz,William Arntz,Mike Foy,English,USA,94,10087
Appaloosa,2008,Crime,Ed Harris,Robert Knott ,Robert Jauregui,English,USA,115,20157730
Tucker and Dale vs Evil,2010,Comedy,Eli Craig,Eli Craig,Tyler Labine,English,Canada,89,154232
Sleepless,2017,Action,Baran bo Odar,Andrea Berloff ,Jamie Foxx,English,USA,95,20757977
Goliyon Ki Rasleela Ram-Leela,2013,Drama,Sanjay Leela Bhansali,Sanjay Leela Bhansali ,Ranveer Singh,Hindi,India,150,2386695
London Boulevard,2010,Crime,William Monahan,William Monahan ,Colin Farrell,English,USA,103,10484
The Incredible Burt Wonderstone,2013,Adventure,Don Scardino,Jonathan Goldstein ,Steve Carell,English,USA,100,22525921
Rustom,2016,Crime,Dharmendra Suresh Desai,Vipul K. Rawal,Akshay Kumar,English,India,148,207263
Lost in Hong Kong,2015,Action,Zheng Xu,Huan Shu,Zheng Xu,Mandarin,China,114,1242494
Southpaw,2015,Drama,Antoine Fuqua,Kurt Sutter,Jake Gyllenhaal,English,Hong Kong,124,42373328
A Better Life,2011,Drama,Chris Weitz,Eric Eason ,Demian Bichir,English,USA,98,1754319
StreetDance 2,2012,Drama,Max Giwa,Jane English ,Falk Hentschel,English,UK,85,1124582
Kung Fu Jungle,2014,Action,Teddy Chan,Teddy Chan ,Donnie Yen,Cantonese,China,100,88024
The Next Three Days,2010,Action,Paul Haggis,Paul Haggis ,Russell Crowe,English,USA,133,21100000
Tom of Finland,2017,Biography,Dome Karukoski,Aleksi Bardy ,Pekka Strang,Finnish,Finland,117,323048
My Perestroika,2010,Documentary,Robin Hessman,unknown,unknown,Russian,USA,88,241875
Only the Brave,2017,Action,Joseph Kosinski,Sean Flynn ,Josh Brolin,English,USA,134,18255680
This Means War,2012,Action,McG,Timothy Dowling ,Reese Witherspoon,English,USA,103,54758461
Albert Nobbs,2011,Drama,Rodrigo Garcia,Gabriella Prekop ,Glenn Close,English,UK,113,3014541
Wind River,2017,Crime,Taylor Sheridan,Taylor Sheridan,Kelsey Asbille,English,UK,107,33782714
Inferno,2016,Action,Ron Howard,Dan Brown ,Tom Hanks,English,USA,121,34307024
300: Rise of an Empire,2014,Action,Noam Murro,Zack Snyder ,Sullivan Stapleton,English,USA,102,91024535
College,2008,Comedy,Deb Hagan,Dan Callahan,Drake Bell,English,USA,94,4700000
The Adventurers,2017,Action,Stephen Fung,Chi Kwong Cheung,Andy Lau,Chinese,China,108,214502
Quantum of Solace,2008,Action,Marc Forster,Paul Haggis,Daniel Craig,English,UK,106,168400000
Love & Other Drugs,2010,Comedy,Edward Zwick,Charles Randolph ,Jake Gyllenhaal,English,USA,112,33299999
Life as We Know It,2010,Comedy,Greg Berlanti,Ian Deitchman,Katherine Heigl,English,USA,114,53358964
Men at Lunch,2012,Documentary,Sean O Cualain,unknown,Fionnula Flanagan,English,Ireland,75,2329
Down the Shore,2011,Drama,Harold Guskin,Sandra Jennings,Famke Janssen,English,USA,93,4808
Like Someone in Love,2012,Drama,Abbas Kiarostami,Abbas Kiarostami ,Tadashi Okuno,Japanese,Japan,109,144289
The Town,2010,Crime,Ben Affleck,Peter Craig ,Ben Affleck,English,USA,125,92173235
Anvil: The Story of Anvil,2008,Documentary,Sacha Gervasi,unknown,Scott Ian,English,Canada,80,492513
The Ark of Mr Chow,2015,Comedy,Yang Xiao,Xiao Yang,Zijian Dong,Mandarin,China,106,53252
Alone Yet Not Alone,2013,Action,Ray Bengston,Tracy Leininger Craven ,Kelly Greyson,English,USA,103,668172
The Invention of Lying,2009,Comedy,Ricky Gervais,Ricky Gervais,Ricky Gervais,English,USA,100,18439082
A Monster Calls,2016,Animation,J.A. Bayona,Patrick Ness ,Lewis MacDougall,English,UK,108,3730982
Heartbreaker,2010,Comedy,Pascal Chaumeil,Laurent Zeitoun ,Romain Duris,French,France,105,504030
Nothing Like the Holidays,2008,Comedy,Alfredo Rodriguez de Villa,Alison Swan ,Alfred Molina,English,USA,98,7478384
Collide,2016,Action,Eran Creevy,F. Scott Frazier ,Nicholas Hoult,English,UK,99,2196654
The Time Traveler's Wife,2009,Drama,Robert Schwentke,Bruce Joel Rubin ,Michelle Nolden,English,USA,107,63387284
Match,2014,Comedy,Stephen Belber,Stephen Belber,Patrick Stewart,English,USA,92,30469
The Decoy Bride,2011,Comedy,Sheree Folkson,Neil Jaworski,Danny Bage,English,UK,89,542
Bullet to the Head,2012,Action,Walter Hill,Alessandro Camon ,Sylvester Stallone,English,USA,92,9500000
The Secret in Their Eyes,2009,Drama,Juan Jose Campanella,Eduardo Sacheri ,Soledad Villamil,Spanish,Argentina,129,6390014
The Inbetweeners 2,2014,Comedy,Damon Beesley,Damon Beesley,Simon Bird,English,UK,96,14299071
Step,2017,Documentary,Amanda Lipitz,unknown,Gari McIntyre,English,USA,84,1137759
Kevin Hart: What Now?,2016,Documentary,Leslie Small,Kevin Hart,Kevin Hart,English,USA,96,23564630
When We Leave,2010,Drama,Feo Aladag,Feo Aladag,Sibel Kekilli,German,Germany,119,16218
Mother,2009,Crime,Joon-ho Bong,Joon-ho Bong ,Hye-ja Kim,Korean,South Korea,129,500000
Surrogates,2009,Action,Jonathan Mostow,Michael Ferris ,Bruce Willis,English,USA,89,38542418
Aloha,2015,Comedy,Cameron Crowe,Cameron Crowe,Bradley Cooper,English,USA,105,15669178
The Double Hour,2009,Crime,Giuseppe Capotondi,Alessandro Fabbri,Kseniya Rappoport,Italian,Italy,95,1400000
Moneyball,2011,Biography,Bennett Miller,Steven Zaillian ,Brad Pitt,English,USA,133,75605492
Ip Man: The Final Fight,2013,Action,Herman Yau,Erica Lee ,Anthony Chau-Sang Wong,Cantonese,Hong Kong,100,27201
Kai po che!,2013,Drama,Abhishek Kapoor,Chetan Bhagat ,Rajkummar Rao,Hindi,India,120,1122527
3 Idiots,2009,Comedy,Rajkumar Hirani,Rajkumar Hirani ,Aamir Khan,Hindi,India,170,6500000
Meet the Spartans,2008,Comedy,Jason Friedberg,Jason Friedberg,Sean Maguire,English,USA,86,38200000
Along with the Gods: The Two Worlds,2017,Action,Yong-hwa Kim,Ho-min Ju ,Jung-woo Ha,Korean,South Korea,139,1118190
Cars 2,2011,Animation,John Lasseter,John Lasseter ,Larry the Cable Guy,English,USA,106,191450875
Dheepan,2015,Crime,Jacques Audiard,Jacques Audiard ,Jesuthasan Antonythasan,Tamil,France,115,247597
Bhopal: A Prayer for Rain,2014,Drama,Ravi Kumar,Ravi Kumar,Martin Sheen,English,UK,96,12111
Eames: The Architect & The Painter,2011,Documentary,Jason Cohn,Jason Cohn ,Charles Eames,English,USA,85,147591
Not Easily Broken,2009,Drama,Bill Duke,Brian Bird ,Morris Chestnut,English,USA,99,10572742
Knight and Day,2010,Action,James Mangold,Patrick O'Neill,Tom Cruise,English,USA,109,76418654
Everlasting Moments,2008,Biography,Jan Troell,Niklas Radstrom ,Maria Heiskanen,Swedish,Sweden,131,1500000
Meet Dave,2008,Adventure,Brian Robbins,Rob Greenberg,Eddie Murphy,English,USA,90,11644832
Jack Reacher,2012,Action,Christopher McQuarrie,Lee Child ,Tom Cruise,English,USA,130,80033643
Rango,2011,Animation,Gore Verbinski,John Logan,Johnny Depp,English,USA,107,123188232
Valentino: The Last Emperor,2008,Documentary,Matt Tyrnauer,unknown,Valentino Garavani,English,USA,96,1569618
The Oranges,2011,Comedy,Julian Farino,Ian Helfer,Alia Shawkat,English,USA,90,261662
Take Me,2017,Comedy,Pat Healy,Mike Makowsky,Pat Healy,English,USA,83,2583
Golden Kingdom,2015,Drama,Brian Perkins,Brian Perkins ,Shine Htet Zaw,Burmese,USA,104,8077
"Jeff, Who Lives at Home",2011,Comedy,Jay Duplass,Jay Duplass,Jason Segel,English,USA,83,4244155
God Bless America,2011,Adventure,Bobcat Goldthwait,Bobcat Goldthwait,Joel Murray,English,USA,105,77301
X Games 3D: The Movie,2009,Documentary,Steven Lawrence,Greg Jennings,Shaun White,English,USA,92,837216
Oye Lucky! Lucky Oye!,2008,Comedy,Dibakar Banerjee,Dibakar Banerjee ,Abhay Deol,Hindi,India,125,6150700
Victoria & Abdul,2017,Biography,Stephen Frears,Lee Hall ,Judi Dench,English,UK,111,21667320
Abduction,2011,Action,John Singleton,Shawn Christensen,Jake Andolina,English,USA,106,27600000
Batkid Begins,2015,Documentary,Dana Nachman,John Crane ,Teresa Clovicko,English,USA,87,73002
Last Days in Vietnam,2014,Documentary,Rory Kennedy,Mark Bailey,Richard Nixon,English,USA,98,408651
Alien Trespass,2009,Comedy,R.W. Goodwin,Steven P. Fisher ,Eric McCormack,English,USA,90,43437
Special Forces,2011,Action,Stephane Rybojad,Stephane Rybojad ,Diane Kruger,French,France,109,10759
Life During Wartime,2009,Comedy,Todd Solondz,Todd Solondz,Shirley Henderson,English,USA,98,278821
Love Crime,2010,Crime,Alain Corneau,Alain Corneau ,Ludivine Sagnier,French,France,106,538356
Thor,2011,Action,Kenneth Branagh,Ashley Miller ,Chris Hemsworth,English,USA,115,181015141
Real Steel,2011,Action,Shawn Levy,John Gatins ,Hugh Jackman,English,USA,127,85463309
Chimpanzee,2012,Documentary,Alastair Fothergill,Alastair Fothergill ,Tim Allen,English,Tanzania,78,28965459
War for the Planet of the Apes,2017,Action,Matt Reeves,Mark Bomback,Andy Serkis,English,USA,140,146872826
The Loft,2014,Mystery,Erik Van Looy,Bart De Pauw ,Karl Urban,English,Belgium,108,4409157
Friend Request,2016,Horror,Simon Verhoeven,Matthew Ballen,Alycia Debnam-Carey,English,Germany,92,3758792
Unfriended,2014,Drama,Levan Gabriadze,Nelson Greaves,Heather Sossaman,English,USA,83,31354666
Fool's Gold,2008,Action,Andy Tennant,John Claflin ,Matthew McConaughey,English,USA,112,70158206
Monk with a Camera,2014,Documentary,Tina Mascara,unknown,The Dalai Lama,English,USA,90,10000
Paranormal Activity 4,2012,Horror,Henry Joost,Christopher Landon ,Katie Featherston,English,USA,88,53921335
After Earth,2013,Action,M. Night Shyamalan,Gary Whitta ,Jaden Smith,English,USA,100,60522097
Mustang,2015,Drama,Deniz Gamze Erguven,Deniz Gamze Erguven,Gunes Sensoy,Turkish,Turkey,97,560778
The Milk of Sorrow,2009,Drama,Claudia Llosa,Claudia Llosa,Magaly Solier,Spanish,Spain,94,10376
The Death of Louis XIV,2016,Biography,Albert Serra,Thierry Lounas ,Jean-Pierre Leaud,Latin,France,115,43635
Sex Tape,2014,Comedy,Jake Kasdan,Kate Angelo ,Cameron Diaz,English,USA,94,34279302
Kicks,2016,Adventure,Justin Tipping,Joshua Beirne-Golden,Jahking Guillory,English,USA,80,145368
Chasing Mavericks,2012,Biography,Michael Apted,Kario Salem ,Gerard Butler,English,USA,116,5800000
Hannah Montana: The Movie,2009,Comedy,Peter Chelsom,Dan Berendsen,Miley Cyrus,English,USA,102,79478344
Desierto,2015,Drama,Jonas Cuaron,Jonas Cuaron,Gael Garcia Bernal,Spanish,Mexico,88,1969105
The Conjuring 2,2016,Horror,James Wan,Chad Hayes ,Patrick Wilson,English,Canada,134,102461593
The Ugly Truth,2009,Comedy,Robert Luketic,Nicole Eastman ,Katherine Heigl,English,USA,96,88915214
Alive and Kicking,2016,Documentary,Susan Glatzer,Susan Glatzer,Hilary Alexander,English,Sweden,88,67591
Ruby Sparks,2012,Comedy,Jonathan Dayton,Zoe Kazan,Paul Dano,English,USA,104,2535819
21 & Over,2013,Comedy,Jon Lucas,Jon Lucas,Miles Teller,English,USA,93,25675765
